"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"MUV27_Tumor_20"	"MUV27"	"Tumor"	"20"
"MUV29_Tumor_7"	"MUV29"	"Tumor"	"7"
"MUV29_Tumor_15"	"MUV29"	"Tumor"	"15"
"MUV34_Tumor_2"	"MUV34"	"Tumor"	"2"
"MUV34_Tumor_16"	"MUV34"	"Tumor"	"16"
"MUV37_Tumor_0"	"MUV37"	"Tumor"	"0"
"MUV37_Tumor_2"	"MUV37"	"Tumor"	"2"
"MUV37_Tumor_5"	"MUV37"	"Tumor"	"5"
"MUV37_Tumor_18"	"MUV37"	"Tumor"	"18"
"MUV39_Tumor_0"	"MUV39"	"Tumor"	"0"
"MUV39_Tumor_2"	"MUV39"	"Tumor"	"2"
"MUV39_Tumor_12"	"MUV39"	"Tumor"	"12"
"MUV39_Tumor_16"	"MUV39"	"Tumor"	"16"
"MUV39_Tumor_18"	"MUV39"	"Tumor"	"18"
"MUV39_Tumor_20"	"MUV39"	"Tumor"	"20"
"MUV41_Stroma_3"	"MUV41"	"Stroma"	"3"
"MUV41_Tumor_2"	"MUV41"	"Tumor"	"2"
"MUV41_Tumor_10"	"MUV41"	"Tumor"	"10"
"MUV41_Tumor_17"	"MUV41"	"Tumor"	"17"
"MUV41_Tumor_22"	"MUV41"	"Tumor"	"22"
"MUV44_Stroma_1"	"MUV44"	"Stroma"	"1"
"MUV44_Tumor_4"	"MUV44"	"Tumor"	"4"
"MUV44_Tumor_21"	"MUV44"	"Tumor"	"21"
"RCMB18_Tumor_23"	"RCMB18"	"Tumor"	"23"
"RCMB20_Tumor_5"	"RCMB20"	"Tumor"	"5"
"RCMB20_Tumor_7"	"RCMB20"	"Tumor"	"7"
"RCMB24_Stroma_3"	"RCMB24"	"Stroma"	"3"
"RCMB24_Tumor_22"	"RCMB24"	"Tumor"	"22"
"RCMB24_Tumor_25"	"RCMB24"	"Tumor"	"25"
"SJ129_Stroma_1"	"SJ129"	"Stroma"	"1"
"SJ129_Stroma_19"	"SJ129"	"Stroma"	"19"
"SJ129_Tumor_4"	"SJ129"	"Tumor"	"4"
"SJ129_Tumor_22"	"SJ129"	"Tumor"	"22"
"SJ17_Tumor_7"	"SJ17"	"Tumor"	"7"
"SJ17_Tumor_8"	"SJ17"	"Tumor"	"8"
"SJ17_Tumor_11"	"SJ17"	"Tumor"	"11"
"SJ17_Tumor_16"	"SJ17"	"Tumor"	"16"
"SJ217_Tumor_0"	"SJ217"	"Tumor"	"0"
"SJ217_Tumor_2"	"SJ217"	"Tumor"	"2"
"SJ217_Tumor_12"	"SJ217"	"Tumor"	"12"
"SJ217_Tumor_20"	"SJ217"	"Tumor"	"20"
"SJ454_Stroma_3"	"SJ454"	"Stroma"	"3"
"SJ454_Tumor_17"	"SJ454"	"Tumor"	"17"
"SJ516_Stroma_1"	"SJ516"	"Stroma"	"1"
"SJ516_Tumor_4"	"SJ516"	"Tumor"	"4"
"SJ516_Tumor_21"	"SJ516"	"Tumor"	"21"
"SJ577_Stroma_3"	"SJ577"	"Stroma"	"3"
"SJ577_Tumor_17"	"SJ577"	"Tumor"	"17"
"SJ617_Tumor_0"	"SJ617"	"Tumor"	"0"
"SJ617_Tumor_5"	"SJ617"	"Tumor"	"5"
"SJ617_Tumor_7"	"SJ617"	"Tumor"	"7"
"SJ617_Tumor_8"	"SJ617"	"Tumor"	"8"
"SJ625_Tumor_2"	"SJ625"	"Tumor"	"2"
"SJ625_Tumor_14"	"SJ625"	"Tumor"	"14"
"SJ723_Tumor_0"	"SJ723"	"Tumor"	"0"
"SJ723_Tumor_2"	"SJ723"	"Tumor"	"2"
"SJ723_Tumor_12"	"SJ723"	"Tumor"	"12"
"SJ917_Tumor_7"	"SJ917"	"Tumor"	"7"
"SJ917_Tumor_9"	"SJ917"	"Tumor"	"9"
"SJ970_Tumor_0"	"SJ970"	"Tumor"	"0"
"SJ970_Tumor_2"	"SJ970"	"Tumor"	"2"
"SJ99_Stroma_1"	"SJ99"	"Stroma"	"1"
"SJ99_Tumor_4"	"SJ99"	"Tumor"	"4"
"SJ99_Tumor_10"	"SJ99"	"Tumor"	"10"
"SJ99_Tumor_21"	"SJ99"	"Tumor"	"21"
