"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"X1001000185_Myeloid_0"	"X1001000185"	"Myeloid"	"0"
"X1001000185_Tumor_1"	"X1001000185"	"Tumor"	"1"
"X1001000185_Tumor_4"	"X1001000185"	"Tumor"	"4"
"X1001000185_Tumor_5"	"X1001000185"	"Tumor"	"5"
"X1001000186_Stroma_12"	"X1001000186"	"Stroma"	"12"
"X1001000186_Tumor_1"	"X1001000186"	"Tumor"	"1"
"X1001000186_Tumor_4"	"X1001000186"	"Tumor"	"4"
"X1001000186_Tumor_11"	"X1001000186"	"Tumor"	"11"
"X1001000186_Tumor_15"	"X1001000186"	"Tumor"	"15"
"X1001000187_Tumor_1"	"X1001000187"	"Tumor"	"1"
"X1001000187_Tumor_4"	"X1001000187"	"Tumor"	"4"
"X1001000187_Tumor_11"	"X1001000187"	"Tumor"	"11"
"X1001000187_Tumor_15"	"X1001000187"	"Tumor"	"15"
"X1001000191_Myeloid_0"	"X1001000191"	"Myeloid"	"0"
"X1001000194_Stroma_12"	"X1001000194"	"Stroma"	"12"
"X1001000229_Myeloid_0"	"X1001000229"	"Myeloid"	"0"
"X1001000229_Myeloid_2"	"X1001000229"	"Myeloid"	"2"
"X1001000229_Myeloid_3"	"X1001000229"	"Myeloid"	"3"
"X1001000229_Tumor_6"	"X1001000229"	"Tumor"	"6"
"X1001000229_Tumor_8"	"X1001000229"	"Tumor"	"8"
"X1001000229_Tumor_10"	"X1001000229"	"Tumor"	"10"
"X1001000229_Tumor_13"	"X1001000229"	"Tumor"	"13"
"X1001000230_Myeloid_0"	"X1001000230"	"Myeloid"	"0"
"X1001000230_Myeloid_2"	"X1001000230"	"Myeloid"	"2"
"X1001000230_Myeloid_3"	"X1001000230"	"Myeloid"	"3"
"X1001000230_Tumor_5"	"X1001000230"	"Tumor"	"5"
"X1001000230_Tumor_8"	"X1001000230"	"Tumor"	"8"
"X1001000230_Tumor_10"	"X1001000230"	"Tumor"	"10"
"X1001000230_Tumor_13"	"X1001000230"	"Tumor"	"13"
"X1001000231_Myeloid_0"	"X1001000231"	"Myeloid"	"0"
"X1001000231_Myeloid_2"	"X1001000231"	"Myeloid"	"2"
"X1001000231_Myeloid_3"	"X1001000231"	"Myeloid"	"3"
"X1001000231_Myeloid_14"	"X1001000231"	"Myeloid"	"14"
"X1001000231_Tumor_1"	"X1001000231"	"Tumor"	"1"
"X1001000231_Tumor_6"	"X1001000231"	"Tumor"	"6"
"X1001000231_Tumor_8"	"X1001000231"	"Tumor"	"8"
"X1001000231_Tumor_10"	"X1001000231"	"Tumor"	"10"
"X1001000231_Tumor_13"	"X1001000231"	"Tumor"	"13"
"X1001000232_Stroma_12"	"X1001000232"	"Stroma"	"12"
"X1001000232_Tumor_4"	"X1001000232"	"Tumor"	"4"
"X1001000232_Tumor_11"	"X1001000232"	"Tumor"	"11"
"X1001000233_Stroma_12"	"X1001000233"	"Stroma"	"12"
"X1001000233_Tumor_4"	"X1001000233"	"Tumor"	"4"
"X1001000234_Stroma_12"	"X1001000234"	"Stroma"	"12"
"X1001000234_Tumor_4"	"X1001000234"	"Tumor"	"4"
"X1001000235_Myeloid_2"	"X1001000235"	"Myeloid"	"2"
"X1001000235_Myeloid_3"	"X1001000235"	"Myeloid"	"3"
"X1001000235_Myeloid_7"	"X1001000235"	"Myeloid"	"7"
"X1001000235_Tumor_1"	"X1001000235"	"Tumor"	"1"
"X1001000235_Tumor_10"	"X1001000235"	"Tumor"	"10"
"X1001000235_Tumor_13"	"X1001000235"	"Tumor"	"13"
"X1001000236_Myeloid_0"	"X1001000236"	"Myeloid"	"0"
"X1001000236_Myeloid_2"	"X1001000236"	"Myeloid"	"2"
"X1001000236_Myeloid_3"	"X1001000236"	"Myeloid"	"3"
"X1001000236_Myeloid_7"	"X1001000236"	"Myeloid"	"7"
"X1001000236_Tumor_1"	"X1001000236"	"Tumor"	"1"
"X1001000236_Tumor_6"	"X1001000236"	"Tumor"	"6"
"X1001000236_Tumor_10"	"X1001000236"	"Tumor"	"10"
"X1001000236_Tumor_13"	"X1001000236"	"Tumor"	"13"
"X1001000237_Myeloid_0"	"X1001000237"	"Myeloid"	"0"
"X1001000237_Myeloid_2"	"X1001000237"	"Myeloid"	"2"
"X1001000237_Myeloid_3"	"X1001000237"	"Myeloid"	"3"
"X1001000237_Myeloid_7"	"X1001000237"	"Myeloid"	"7"
"X1001000237_Tumor_6"	"X1001000237"	"Tumor"	"6"
"X1001000237_Tumor_10"	"X1001000237"	"Tumor"	"10"
"X1001000237_Tumor_13"	"X1001000237"	"Tumor"	"13"
"X1001000238_Myeloid_0"	"X1001000238"	"Myeloid"	"0"
"X1001000238_Myeloid_3"	"X1001000238"	"Myeloid"	"3"
"X1001000238_Myeloid_7"	"X1001000238"	"Myeloid"	"7"
"X1001000238_Myeloid_14"	"X1001000238"	"Myeloid"	"14"
"X1001000238_Tumor_1"	"X1001000238"	"Tumor"	"1"
"X1001000238_Tumor_10"	"X1001000238"	"Tumor"	"10"
"X1001000239_Myeloid_0"	"X1001000239"	"Myeloid"	"0"
"X1001000239_Myeloid_3"	"X1001000239"	"Myeloid"	"3"
"X1001000239_Myeloid_7"	"X1001000239"	"Myeloid"	"7"
"X1001000239_Myeloid_14"	"X1001000239"	"Myeloid"	"14"
"X1001000239_Tumor_1"	"X1001000239"	"Tumor"	"1"
"X1001000239_Tumor_10"	"X1001000239"	"Tumor"	"10"
"X1001000240_Myeloid_0"	"X1001000240"	"Myeloid"	"0"
"X1001000240_Myeloid_2"	"X1001000240"	"Myeloid"	"2"
"X1001000240_Myeloid_3"	"X1001000240"	"Myeloid"	"3"
"X1001000240_Myeloid_7"	"X1001000240"	"Myeloid"	"7"
"X1001000240_Tumor_1"	"X1001000240"	"Tumor"	"1"
"X1001000240_Tumor_10"	"X1001000240"	"Tumor"	"10"
"X1001000241_Myeloid_2"	"X1001000241"	"Myeloid"	"2"
"X1001000241_Myeloid_3"	"X1001000241"	"Myeloid"	"3"
"X1001000241_Stroma_12"	"X1001000241"	"Stroma"	"12"
"X1001000241_Tumor_10"	"X1001000241"	"Tumor"	"10"
"X1001000241_Tumor_13"	"X1001000241"	"Tumor"	"13"
"X1001000242_Myeloid_2"	"X1001000242"	"Myeloid"	"2"
"X1001000242_Myeloid_3"	"X1001000242"	"Myeloid"	"3"
"X1001000242_Tumor_1"	"X1001000242"	"Tumor"	"1"
"X1001000242_Tumor_6"	"X1001000242"	"Tumor"	"6"
"X1001000242_Tumor_10"	"X1001000242"	"Tumor"	"10"
"X1001000242_Tumor_13"	"X1001000242"	"Tumor"	"13"
"X1001000243_Tumor_1"	"X1001000243"	"Tumor"	"1"
"X1001000243_Tumor_4"	"X1001000243"	"Tumor"	"4"
"X1001000244_Tumor_1"	"X1001000244"	"Tumor"	"1"
"X1001000244_Tumor_4"	"X1001000244"	"Tumor"	"4"
"X1001000245_Myeloid_0"	"X1001000245"	"Myeloid"	"0"
"X1001000245_Myeloid_2"	"X1001000245"	"Myeloid"	"2"
"X1001000245_Myeloid_3"	"X1001000245"	"Myeloid"	"3"
"X1001000245_Myeloid_7"	"X1001000245"	"Myeloid"	"7"
"X1001000245_Myeloid_14"	"X1001000245"	"Myeloid"	"14"
"X1001000245_Tumor_5"	"X1001000245"	"Tumor"	"5"
"X1001000245_Tumor_6"	"X1001000245"	"Tumor"	"6"
"X1001000245_Tumor_8"	"X1001000245"	"Tumor"	"8"
"X1001000245_Tumor_10"	"X1001000245"	"Tumor"	"10"
"X1001000245_Tumor_13"	"X1001000245"	"Tumor"	"13"
"X1001000246_Myeloid_0"	"X1001000246"	"Myeloid"	"0"
"X1001000246_Myeloid_2"	"X1001000246"	"Myeloid"	"2"
"X1001000246_Myeloid_3"	"X1001000246"	"Myeloid"	"3"
"X1001000246_Myeloid_7"	"X1001000246"	"Myeloid"	"7"
"X1001000246_Myeloid_14"	"X1001000246"	"Myeloid"	"14"
"X1001000246_Tumor_1"	"X1001000246"	"Tumor"	"1"
"X1001000246_Tumor_8"	"X1001000246"	"Tumor"	"8"
"X1001000246_Tumor_10"	"X1001000246"	"Tumor"	"10"
"X1001000246_Tumor_13"	"X1001000246"	"Tumor"	"13"
"X1001000247_Myeloid_0"	"X1001000247"	"Myeloid"	"0"
"X1001000247_Myeloid_2"	"X1001000247"	"Myeloid"	"2"
"X1001000247_Myeloid_3"	"X1001000247"	"Myeloid"	"3"
"X1001000247_Myeloid_7"	"X1001000247"	"Myeloid"	"7"
"X1001000247_Myeloid_14"	"X1001000247"	"Myeloid"	"14"
"X1001000247_Tumor_4"	"X1001000247"	"Tumor"	"4"
"X1001000247_Tumor_5"	"X1001000247"	"Tumor"	"5"
"X1001000247_Tumor_8"	"X1001000247"	"Tumor"	"8"
"X1001000248_Myeloid_7"	"X1001000248"	"Myeloid"	"7"
"X1001000248_Tumor_1"	"X1001000248"	"Tumor"	"1"
"X1001000248_Tumor_4"	"X1001000248"	"Tumor"	"4"
"X1001000248_Tumor_10"	"X1001000248"	"Tumor"	"10"
"X1001000249_Myeloid_3"	"X1001000249"	"Myeloid"	"3"
"X1001000249_Tumor_1"	"X1001000249"	"Tumor"	"1"
"X1001000249_Tumor_4"	"X1001000249"	"Tumor"	"4"
"X1001000249_Tumor_8"	"X1001000249"	"Tumor"	"8"
"X1001000249_Tumor_15"	"X1001000249"	"Tumor"	"15"
"X1001000250_Myeloid_0"	"X1001000250"	"Myeloid"	"0"
"X1001000250_Tumor_5"	"X1001000250"	"Tumor"	"5"
"X1001000250_Tumor_8"	"X1001000250"	"Tumor"	"8"
"X1001000251_Myeloid_0"	"X1001000251"	"Myeloid"	"0"
"X1001000251_Tumor_8"	"X1001000251"	"Tumor"	"8"
"X1001000252_Myeloid_0"	"X1001000252"	"Myeloid"	"0"
"X1001000252_Tumor_8"	"X1001000252"	"Tumor"	"8"
"X1001000253_Myeloid_0"	"X1001000253"	"Myeloid"	"0"
"X1001000253_Tumor_4"	"X1001000253"	"Tumor"	"4"
"X1001000253_Tumor_8"	"X1001000253"	"Tumor"	"8"
"X1001000253_Tumor_11"	"X1001000253"	"Tumor"	"11"
"X1001000254_Myeloid_0"	"X1001000254"	"Myeloid"	"0"
"X1001000254_Stroma_12"	"X1001000254"	"Stroma"	"12"
"X1001000254_Tumor_4"	"X1001000254"	"Tumor"	"4"
"X1001000254_Tumor_8"	"X1001000254"	"Tumor"	"8"
"X1001000254_Tumor_11"	"X1001000254"	"Tumor"	"11"
"X1001000255_Myeloid_0"	"X1001000255"	"Myeloid"	"0"
"X1001000255_Tumor_4"	"X1001000255"	"Tumor"	"4"
"X1001000255_Tumor_8"	"X1001000255"	"Tumor"	"8"
"X1001000255_Tumor_11"	"X1001000255"	"Tumor"	"11"
"X1001000258_Myeloid_0"	"X1001000258"	"Myeloid"	"0"
"X1001000258_Myeloid_2"	"X1001000258"	"Myeloid"	"2"
"X1001000258_Myeloid_14"	"X1001000258"	"Myeloid"	"14"
"X1001000258_Tumor_9"	"X1001000258"	"Tumor"	"9"
"X1001000259_Myeloid_0"	"X1001000259"	"Myeloid"	"0"
"X1001000259_Myeloid_2"	"X1001000259"	"Myeloid"	"2"
"X1001000259_Myeloid_14"	"X1001000259"	"Myeloid"	"14"
"X1001000259_Stroma_12"	"X1001000259"	"Stroma"	"12"
"X1001000259_Tumor_1"	"X1001000259"	"Tumor"	"1"
"X1001000259_Tumor_6"	"X1001000259"	"Tumor"	"6"
"X1001000259_Tumor_9"	"X1001000259"	"Tumor"	"9"
"X1001000259_Tumor_10"	"X1001000259"	"Tumor"	"10"
"X1001000260_Myeloid_0"	"X1001000260"	"Myeloid"	"0"
"X1001000260_Myeloid_2"	"X1001000260"	"Myeloid"	"2"
"X1001000260_Myeloid_14"	"X1001000260"	"Myeloid"	"14"
"X1001000260_Tumor_5"	"X1001000260"	"Tumor"	"5"
"X1001000260_Tumor_9"	"X1001000260"	"Tumor"	"9"
"X1001000260_Tumor_10"	"X1001000260"	"Tumor"	"10"
"X1001000262_Myeloid_14"	"X1001000262"	"Myeloid"	"14"
"X1001000264_Myeloid_0"	"X1001000264"	"Myeloid"	"0"
"X1001000264_Myeloid_2"	"X1001000264"	"Myeloid"	"2"
"X1001000264_Myeloid_3"	"X1001000264"	"Myeloid"	"3"
"X1001000264_Tumor_1"	"X1001000264"	"Tumor"	"1"
"X1001000264_Tumor_6"	"X1001000264"	"Tumor"	"6"
"X1001000264_Tumor_10"	"X1001000264"	"Tumor"	"10"
"X1001000264_Tumor_13"	"X1001000264"	"Tumor"	"13"
"X1001000265_Myeloid_0"	"X1001000265"	"Myeloid"	"0"
"X1001000265_Myeloid_2"	"X1001000265"	"Myeloid"	"2"
"X1001000265_Myeloid_3"	"X1001000265"	"Myeloid"	"3"
"X1001000265_Tumor_1"	"X1001000265"	"Tumor"	"1"
"X1001000265_Tumor_6"	"X1001000265"	"Tumor"	"6"
"X1001000265_Tumor_10"	"X1001000265"	"Tumor"	"10"
"X1001000265_Tumor_13"	"X1001000265"	"Tumor"	"13"
"X1001000266_Myeloid_0"	"X1001000266"	"Myeloid"	"0"
"X1001000266_Myeloid_2"	"X1001000266"	"Myeloid"	"2"
"X1001000266_Myeloid_14"	"X1001000266"	"Myeloid"	"14"
"X1001000267_Myeloid_0"	"X1001000267"	"Myeloid"	"0"
"X1001000267_Myeloid_7"	"X1001000267"	"Myeloid"	"7"
"X1001000267_Stroma_12"	"X1001000267"	"Stroma"	"12"
"X1001000267_Tumor_4"	"X1001000267"	"Tumor"	"4"
"X1001000267_Tumor_5"	"X1001000267"	"Tumor"	"5"
"X1001000267_Tumor_6"	"X1001000267"	"Tumor"	"6"
"X1001000267_Tumor_11"	"X1001000267"	"Tumor"	"11"
"X1001000268_Myeloid_0"	"X1001000268"	"Myeloid"	"0"
"X1001000268_Myeloid_2"	"X1001000268"	"Myeloid"	"2"
"X1001000268_Tumor_9"	"X1001000268"	"Tumor"	"9"
"X1001000270_Myeloid_0"	"X1001000270"	"Myeloid"	"0"
"X1001000270_Myeloid_14"	"X1001000270"	"Myeloid"	"14"
"X1001000270_Tumor_1"	"X1001000270"	"Tumor"	"1"
"X1001000270_Tumor_6"	"X1001000270"	"Tumor"	"6"
"X1001000270_Tumor_13"	"X1001000270"	"Tumor"	"13"
"X1001000271_Myeloid_0"	"X1001000271"	"Myeloid"	"0"
"X1001000271_Myeloid_2"	"X1001000271"	"Myeloid"	"2"
"X1001000271_Myeloid_14"	"X1001000271"	"Myeloid"	"14"
"X1001000271_Tumor_9"	"X1001000271"	"Tumor"	"9"
