"geo_accession"	"age"	"exclusion markers"	"genetic background"	"phenotype markers"	"separation method"	"Sex"	"NA"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"treatment_protocol_ch1"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"description"	"data_processing"	"platform_id"	"contact_name"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"relation"	"relation.1"	"relation.2"	"relation.3"	"relation.4"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM538296"	"7 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb-"	"dissection/trimming"	"male"	NA	"NK.DAP10-.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 7 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb-"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.DAP10-.Sp#3, Splenic NK cells from DAP10-/- mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538296/suppl/GSM538296_EA07068_93786_MoGene_NK.DAP10-.SP#3.CEL.gz"	"24922"	""	""	""	""	""	"7 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb-"	"dissection/trimming"	"male"
"GSM538297"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"	NA	"NK.DAP12-.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ CD3-"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.DAP12-.Sp#1, Splenic NK cells from DAP12-/- mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538297/suppl/GSM538297_EA07068_99792_MoGene_NK.DAP12-.SP#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"
"GSM538298"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"	NA	"NK.DAP12-.Sp#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ CD3-"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.DAP12-.Sp#2, Splenic NK cells from DAP12-/- mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538298/suppl/GSM538298_EA07068_99793_MoGene_NK.DAP12-.SP#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"
"GSM538299"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"	NA	"NK.DAP12-.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ CD3-"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.DAP12-.Sp#3, Splenic NK cells from DAP12-/- mice"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538299/suppl/GSM538299_EA07068_99794_MoGene_NK.DAP12-.SP#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ CD3-"	"dissection/trimming"	"male"
"GSM538300"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"	NA	"NK.H+.MCMV1.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb- Ly49H+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.H+.MCMV1.Sp#1, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538300/suppl/GSM538300_EA07068_99749_MoGene_NK.H+.MCMV1.SP#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"
"GSM538301"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"	NA	"NK.H+.MCMV1.Sp#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb- Ly49H+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.H+.MCMV1.Sp#2, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538301/suppl/GSM538301_EA07068_99750_MoGene_NK.H+.MCMV1.SP#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"
"GSM538302"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"	NA	"NK.H+.MCMV1.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb- Ly49H+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.H+.MCMV1.Sp#3, Splenic Ly49H+ NK cells from B6 mice 1.5 days following MCMV infection"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538302/suppl/GSM538302_EA07068_99751_MoGene_NK.H+.MCMV1.SP#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"
"GSM538303"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"	NA	"NK.H+.MCMV7.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb- Ly49H+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.H+.MCMV7.Sp#1, Splenic Ly49H+ NK cells from B6 mice 7 days following MCMV infection"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538303/suppl/GSM538303_EA07068_99755_MoGene_NK.H+.MCMV7.SP#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"
"GSM538305"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"	NA	"NK.H+.MCMV7.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+ TCRb- Ly49H+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.H+.MCMV7.Sp#3, Splenic Ly49H+ NK cells from B6 mice 7 days following MCMV infection"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538305/suppl/GSM538305_EA07068_99757_MoGene_NK.H+.MCMV7.SP#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+ TCRb- Ly49H+"	"dissection/trimming"	"male"
"GSM538309"	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV1.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"Jun 07 2018"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD8 CD19 Ter119 Gr-1"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV1.Sp#1, Splenic NK cells MCMV d1.5 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538309/suppl/GSM538309_EA07068_87578_MoGene_NK.H+MCMV1#1.CEL.gz"	"24922"	"Reanalyzed by: GSE115450"	""	""	""	""	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538310"	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV1.Sp#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"Jun 07 2018"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD8 CD19 Ter119 Gr-1"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV1.Sp#2, Splenic NK cells MCMV d1.5 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538310/suppl/GSM538310_EA07068_87579_MoGene_NK.H+MCMV1#2.CEL.gz"	"24922"	"Reanalyzed by: GSE115450"	""	""	""	""	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538311"	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV1.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"Jun 07 2018"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD8 CD19 Ter119 Gr-1"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV1.Sp#3, Splenic NK cells MCMV d1.5 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538311/suppl/GSM538311_EA07068_87580_MoGene_NK.H+MCMV1#3.CEL.gz"	"24922"	"Reanalyzed by: GSE115450"	""	""	""	""	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538312"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV7.Sp#1"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV7.Sp#1, Splenic NK cells MCMV d7 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538312/suppl/GSM538312_EA07068_90292_MoGene_NK.MCMV7#1.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538313"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV7.Sp#2"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV7.Sp#2, Splenic NK cells MCMV d7 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538313/suppl/GSM538313_EA07068_90293_MoGene_NK.MCMV7#2.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538314"	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.MCMV7.Sp#3"	"Public on Apr 29 2010"	"Apr 27 2010"	"May 24 2016"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.MCMV7.Sp#3, Splenic NK cells MCMV d7 PI"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538314/suppl/GSM538314_EA07068_90294_MoGene_NK.MCMV7#3.CEL.gz"	"24922"	""	""	""	""	""	"6 weeks"	"CD3 CD4 CD5 CD8 CD19 Gr-1 Ter119"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
"GSM538315"	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"	NA	"NK.Sp#7"	"Public on Apr 29 2010"	"Apr 27 2010"	"Jun 07 2018"	"RNA"	"1"	"spleen"	"Mus musculus"	"age: 6 weeks"	"exclusion markers: CD3 CD4 CD8 CD19 Ter119 Gr-1"	"genetic background: C57BL/6J"	"phenotype markers: NK1.1+"	"separation method: dissection/trimming"	"Sex: male"	""	"total RNA"	"Glass slide teasing,  FACS sorting"	"Biotin"	"Affy GeneChip WT cDNA Synthesis kit/cRNA Cleanup kit"	"10090"	"Affy 1.0 ST Hyb Kit"	"Affymetrix GeneChip Scanner"	"NK.Sp#7, Splenic NK cells"	"The datasets were pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"Liang,,Yang"	"CBDM"	"Pathology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02115"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM538nnn/GSM538315/suppl/GSM538315_EA07068_86161_MoGene_NK.SP#7.CEL.gz"	"24922"	"Reanalyzed by: GSE115450"	""	""	""	""	"6 weeks"	"CD3 CD4 CD8 CD19 Ter119 Gr-1"	"C57BL/6J"	"NK1.1+"	"dissection/trimming"	"male"
