SampleID	Study	MajorCellType	Major Lineage	Cell Family	GEOName	Organism	GeneticBackground	Sex	AGE	Tissue Source	Exclusion Marker	Treatment	CellType	Phenotype_Marker	Separation Method
GSM1358377	GSE37448	CD4 T cells	T lineage		CD4.48h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358378	GSE37448	CD4 T cells	T lineage		CD4.48h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358379	GSE37448	CD4 T cells	T lineage		CD4.5h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358380	GSE37448	CD4 T cells	T lineage		CD4.5h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358381	GSE37448	CD4 T cells	T lineage		CD4.96h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358382	GSE37448	CD4 T cells	T lineage		CD4.CTR.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358383	GSE37448	CD4 T cells	T lineage		CD4.CTR.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD4+ CD8- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358384	GSE37448	CD8 T cells	T lineage		CD8.1h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358385	GSE37448	CD8 T cells	T lineage		CD8.1h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358386	GSE37448	CD8 T cells	T lineage		CD8.24h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358387	GSE37448	CD8 T cells	T lineage		CD8.24h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358388	GSE37448	CD8 T cells	T lineage		CD8.48h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358389	GSE37448	CD8 T cells	T lineage		CD8.48h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358390	GSE37448	CD8 T cells	T lineage		CD8.5h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358391	GSE37448	CD8 T cells	T lineage		CD8.5h.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358392	GSE37448	CD8 T cells	T lineage		CD8.96h.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358393	GSE37448	CD8 T cells	T lineage		CD8.CTR.LN#1	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1358394	GSE37448	CD8 T cells	T lineage		CD8.CTR.LN#2	Mouse	C57BL/6	Male	6 WEEKS	Lymph Node	CD11c/19/25/49b/Gr1/Ter119-	Cultured with antiCD3 CD28 beads and collected at various time points		CD8+ CD4- TCR+ CD25- CD62Lhi CD44 Lo	Dissection / Trimming
GSM1282087	GSE37448	Dendritic cells	Myeloid		DC.11b-.AT.v2#1	Mouse	C57BL/6J	Male	45 DAYS	Fat (Visceral)	B220 SiglecF CD64 Mertk	NA		CD45+ MHCIIhi CD11c+	FACSAria
GSM1282088	GSE37448	Dendritic cells	Myeloid		DC.11b-.AT.v2#3	Mouse	C57BL/6J	Male	50 DAYS	Fat (Visceral)	B220 SiglecF CD64 Mertk	NA		CD45+ MHCIIhi CD11c+	FACSAria
GSM1282084	GSE37448	Dendritic cells	Myeloid		DC.11b+.AT.v2#2	Mouse	N/A	Male	48 DAYS	Fat (Visceral)	B220 SiglecF CD64 Mertk	NA		CD45+ MHCIIhi CD11c+ CD11b+	FACSAria
GSM1282085	GSE37448	Dendritic cells	Myeloid		DC.11b+.AT.v2#3	Mouse	N/A	Male	50 DAYS	Fat (Visceral)	B220 SiglecF CD64 Mertk	NA		CD45+ MHCIIhi CD11c+ CD11b+	FACSAria
GSM1282086	GSE37448	Dendritic cells	Myeloid		DC.11b+.AT.v2#4	Mouse	N/A	Male	52 DAYS	Fat (Visceral)	B220 SiglecF CD64 Mertk	NA		CD45+ MHCIIhi CD11c+ CD11b+	FACSAria
GSM1282089	GSE37448	Stromal cells	Stroma		DN.SLN.CFA.d6.v2#1	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  gp38-  CD31-  CD44lo	NA		NULL	Dissection / Trimming
GSM1282090	GSE37448	Stromal cells	Stroma		DN.SLN.CFA.d6.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  gp38-  CD31-  CD44lo	NA		NULL	Dissection / Trimming
GSM1282091	GSE37448	Stromal cells	Stroma		DN.SLN.v2#1	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  gp38-  CD31-  CD44lo	NA		NULL	Dissection / Trimming
GSM1282092	GSE37448	Stromal cells	Stroma		DN.SLN.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  gp38-  CD31-  CD44lo	NA		NULL	Dissection / Trimming
GSM1282093	GSE37448	Eosinophils	Myeloid		EO.AT.v2#1	Mouse	C57BL/6J	Male	45 DAYS	Fat (Visceral)	FSC B220	NA		CD11b+ SiglecF+	FACSAria
GSM1282094	GSE37448	Eosinophils	Myeloid		Eo.BL.v2#2	Mouse	C57BL/6J	Male	44 DAYS	Blood	MHCII, CD4, B220	NA		SSChi SiglecF+	FACSAria
GSM1282095	GSE37448	Eosinophils	Myeloid		Eo.BL.v2#3	Mouse	C57BL/6J	Male	48 DAYS	Blood	MHCII, CD4, B220	NA		SSChi SiglecF+	FACSAria
GSM1282096	GSE37448	Eosinophils	Myeloid		Eo.BL.v2#5	Mouse	C57BL/6	Male	50 DAYS	Blood	CD4, B220	NA		SSChi SiglecF+	FACSAria
GSM2112413	GSE37448	Stromal cells	Stroma		Ep.5wk.MEC.Sca1+.Th#1	Mouse	C57BL/6	Male	5 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112414	GSE37448	Stromal cells	Stroma		Ep.5wk.MEC.Sca1+.Th#2	Mouse	C57BL/6	Male	5 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112415	GSE37448	Stromal cells	Stroma		Ep.5wk.MEChi.Th#2	Mouse	C57BL/6	Male	5 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112416	GSE37448	Stromal cells	Stroma		Ep.5wk.MEClo.Th#1	Mouse	C57BL/6	Male	5 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112417	GSE37448	Stromal cells	Stroma		Ep.5wk.MEClo.Th#2	Mouse	C57BL/6	Male	5 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112418	GSE37448	Stromal cells	Stroma		Ep.8wk.CEC.Sca1+.Th#1	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112419	GSE37448	Stromal cells	Stroma		Ep.8wk.CEC.Sca1+.Th#2	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112420	GSE37448	Stromal cells	Stroma		Ep.8wk.CEChi.Th#1	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112421	GSE37448	Stromal cells	Stroma		Ep.8wk.CEChi.Th#2	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112422	GSE37448	Stromal cells	Stroma		Ep.8wk.MEChi.Th#1	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112423	GSE37448	Stromal cells	Stroma		Ep.8wk.MEChi.Th#2	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112424	GSE37448	Stromal cells	Stroma		Ep.8wk.MEClo.Th#1	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM2112425	GSE37448	Stromal cells	Stroma		Ep.8wk.MEClo.Th#2	Mouse	C57BL/6	Male	8 WEEKS	Thymus	PI- CD45-	NA		EpCAM+ Ly51+ MHCII+ Sca1+	FACSAria
GSM1282097	GSE37448	Stromal cells	Stroma		FRC.Cad11.WT.v2#1	Mouse	C57BL/6J 129SJL Cadherin 11 WT	Male	6 WEEKS	Lymph Node (Subcutaneous)	CD45-  Ter119-  CD31-	NA		gp38+  CD140a+	Dissection / Trimming
GSM1282098	GSE37448	Stromal cells	Stroma		FRC.SLN.CFA.d6.v2#1	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  CD31-	NA		gp38+  CD140a+	Dissection / Trimming
GSM1282099	GSE37448	Stromal cells	Stroma		FRC.SLN.CFA.d6.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-  CD31-	NA		gp38+  CD140a+	Dissection / Trimming
GSM1282100	GSE37448	Stromal cells	Stroma		FRC.SLN.v2#1	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	CD31-  TER119-  CD45-	NA		gp38+  CD140a+	Dissection / Trimming
GSM1282101	GSE37448	Stromal cells	Stroma		FRC.SLN.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	CD31-  TER119-  CD45-	NA		gp38+  CD140a+	Dissection / Trimming
GSM1282102	GSE37448	Granulocytes	Myeloid		GN.Bl.v2#4	Mouse	C57Bl/6J	Male	7 WEEKS	Blood	B220, CD4	NA		SSChi Ly6Ghi	FACSAria
GSM1282103	GSE37448	Granulocytes	Myeloid		GN.Bl.v2#5	Mouse	C57Bl/6J	Male	6 WEEKS	Blood	B220, CD4	NA		SSChi Ly6Ghi	FACSAria
GSM1282104	GSE37448	Granulocytes	Myeloid		GN.Bl.v2#6	Mouse	C57Bl/6J	Male	43 DAYS	Blood	B220, CD4	NA		SSChi Ly6Ghi	FACSAria
GSM1282105	GSE37448	Granulocytes	Myeloid		GN.Bl.v2#7	Mouse	C57Bl/6J	Male	48 DAYS	Blood	B220, CD4	NA		SSChi Ly6Ghi	FACSAria
GSM1585318	GSE37448	ILC	Innate Lymphoid		ILC1.CD127+.SI#1	Mouse	B6 RORgt-GFP	Male	52 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgt- CD127+ NK1.1+	FACSAria
GSM1585319	GSE37448	ILC	Innate Lymphoid		ILC1.CD127+.SI#3	Mouse	B6 RORgt-GFP	Male	46 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgt- CD127+ NK1.1+	FACSAria
GSM1585312	GSE37448	ILC	Innate Lymphoid		ILC1.CD127+.Sp#1	Mouse	C57BL/6	Male	10 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD27+ CD127+	FACSAria
GSM1585313	GSE37448	ILC	Innate Lymphoid		ILC1.CD127+.Sp#2	Mouse	C57BL/6	Male	9 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD27+ CD127+	FACSAria
GSM1585314	GSE37448	ILC	Innate Lymphoid		ILC1.CD127+.Sp#3	Mouse	C57BL/6	Male	7 WEEKS	Spleen	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ CD27+ CD127+	FACSAria
GSM1585315	GSE37448	ILC	Innate Lymphoid		ILC1.CD49b-.Lv#1	Mouse	C57BL/6	Male	10 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5- TRAIL+	FACSAria
GSM1585316	GSE37448	ILC	Innate Lymphoid		ILC1.CD49b-.Lv#2	Mouse	C57BL/6	Male	9 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5- TRAIL+	FACSAria
GSM1585317	GSE37448	ILC	Innate Lymphoid		ILC1.CD49b-.Lv#3	Mouse	C57BL/6	Male	10 WEEKS	Liver	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- NKp46+ NK1.1+ DX5- TRAIL+	FACSAria
GSM1585320	GSE37448	ILC	Innate Lymphoid		ILC2.SI#2	Mouse	C57BL/6	Male	7 WEEKS	Small Intestine (Lamina Propria)	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- CD127+ Sca1+ ST2+ KLRG1+	FACSAria
GSM1585321	GSE37448	ILC	Innate Lymphoid		ILC2.SI#3	Mouse	C57BL/6	Male	7 WEEKS	Small Intestine (Lamina Propria)	CD3, CD19, 7-AAD	NA		CD45+ CD3- CD19- CD127+ Sca1+ ST2+ KLRG1+	FACSAria
GSM1585326	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46-.4-.SI#4	Mouse	C57BL/6	Male	8 WEEKS	Small Intestine (Lamina Propria)	CD45+CD19-CD3-RORgt+	NA		NKp46- CD4-	FACSAria
GSM1585327	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46-.4-.SI#5	Mouse	C57BL/6	Male	8 WEEKS	Small Intestine (Lamina Propria)	CD45+CD19-CD3-RORgt+	NA		NKp46- CD4-	FACSAria
GSM1585328	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46-.4-.SI#6	Mouse	C57BL/6	Male	8 WEEKS	Small Intestine (Lamina Propria)	CD45+CD19-CD3-RORgt+	NA		NKp46- CD4-	FACSAria
GSM1585329	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46-.4+.SI#1	Mouse	C57BL/6	Male	8 WEEKS	Small Intestine (Lamina Propria)	CD45+CD19-CD3-RORgt+	NA		NKp46- CD4+	FACSAria
GSM1585325	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46-.4+.SI#4	Mouse	C57BL/6	Male	8 WEEKS	Small Intestine (Lamina Propria)	CD45+CD19-CD3-RORgt+	NA		NKp46- CD4+	FACSAria
GSM1585322	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46+.Rorgthi.SI#1	Mouse	B6 RORgt-GFP	Male	52 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgthi	FACSAria
GSM1585323	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46+.Rorgthi.SI#2	Mouse	B6 RORgt-GFP	Male	52 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgthi	FACSAria
GSM1585324	GSE37448	ILC	Innate Lymphoid		ILC3.NKp46+.Rorgthi.SI#3	Mouse	B6 RORgt-GFP	Male	46 DAYS	Small Intestine (Lamina Propria)	CD3/CD19/7aad	NA		CD45+ NKp46+ RORgthi	FACSAria
GSM1282106	GSE37448	Stromal cells	Stroma		LEC.SLN.CFA.d6.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-	NA		gp38+  CD31+	Dissection / Trimming
GSM1282107	GSE37448	Stromal cells	Stroma		LEC.SLN.v2#1	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-	NA		gp38+  CD31+	Dissection / Trimming
GSM1282108	GSE37448	Stromal cells	Stroma		LEC.SLN.v2#2	Mouse	C57BL/6J	Male	6 WEEKS	Lymph Node (Subcutaneous)	TER119-  CD45-	NA		gp38+  CD31+	Dissection / Trimming
GSM2112443	GSE37448	Mast cells	Myeloid		MC.digest.PC#1	Mouse	B6	Male	6 WEEKS	Peritoneal Cavity	TO_FILL_IN	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112444	GSE37448	Mast cells	Myeloid		MC.digest.PC#4	Mouse	B6	Male	6 WEEKS	Peritoneal Cavity	TO_FILL_IN	NA		IgE/FcER1a+ CD117+ CD45+ CD4- CD8- CD19- CD11b/c-	FACSAria
GSM2112445	GSE37448	Mast cells	Myeloid		MC.digest.PC#5	Mouse	B6	Male	6 WEEKS	Peritoneal Cavity	TO_FILL_IN	NA		IgE/FcER1a+ CD117+ CD45+ CD4- CD8- CD19- CD11b/c-	FACSAria
GSM2112426	GSE37448	Mast cells	Myeloid		MC.Es#1	Mouse	C57/Bl6	Male	6 WEEKS	Whole Tissue	CD11b CD11c CD4 CD8 CD19	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112427	GSE37448	Mast cells	Myeloid		MC.Es#2	Mouse	C57/B6	Male	6 WEEKS	Whole Tissue	CD4 CD8 CD19 CD11b CD11c	NA		IgE/FcER1a+ CD117+ CD45+ CD4/8/19- CD11b/c-	FACSAria
GSM2112428	GSE37448	Mast cells	Myeloid		MC.PC#0	Mouse	B6	Male	6 WEEKS	Peritoneal Cavity	TO_FILL_IN	NA		Mast+	Dissection / Trimming
GSM2112429	GSE37448	Mast cells	Myeloid		MC.PC#13	Mouse	B6	Male	6 WEEKS	Peritoneal Cavity	TO_FILL_IN	NA		IgE/FcER1a+ CD117+ CD45+ CD4- CD8- CD19- CD11b/c-	FACSAria
GSM2112430	GSE37448	Mast cells	Myeloid		MC.PC#3	Mouse	C57/Bl6	Male	6 WEEKS	Peritoneal Cavity	CD11c, CD11b, CD4, CD8, CD19	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112431	GSE37448	Mast cells	Myeloid		MC.PC#4	Mouse	C57/Bl6	Male	6 WEEKS	Peritoneal Cavity	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112432	GSE37448	Mast cells	Myeloid		MC.PC#5	Mouse	C57/Bl6	Male	6 WEEKS	Blood	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112433	GSE37448	Mast cells	Myeloid		MC.PC#6	Mouse	C57/Bl6	Male	6 WEEKS	Blood	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112434	GSE37448	Mast cells	Myeloid		MC.Sk#2	Mouse	C57/Bl6	Male	6 WEEKS	Skin	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112435	GSE37448	Mast cells	Myeloid		MC.Sk#3	Mouse	C57/Bl6	Male	6 WEEKS	Skin	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112436	GSE37448	Mast cells	Myeloid		MC.Sk#4	Mouse	C57/Bl6	Male	6 WEEKS	Skin	NULL	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112437	GSE37448	Mast cells	Myeloid		MC.To#1	Mouse	C57/Bl6	Male	6 WEEKS	Muscle	CD11b CD11c CD4 CD8 CD19	NA		FcER1a+ CD117+ CD45+	FACSAria
GSM2112438	GSE37448	Mast cells	Myeloid		MC.To#2	Mouse	C57/Bl6	Male	6 WEEKS	Muscle	NULL	NA		FcER1a+ CD117+ CD45+	FACSAria
GSM2112439	GSE37448	Mast cells	Myeloid		MC.To#5	Mouse	C57/B6	Male	6 WEEKS	Whole Tissue	CD4 CD8 CD19 CD11b CD11c	NA		IgE/FcER1a+ CD117+ CD45+ CD4/8/19- CD11b/c-	FACSAria
GSM2112440	GSE37448	Mast cells	Myeloid		MC.Tr#1	Mouse	C57/Bl6	Male	6 WEEKS	Whole Tissue	CD11b CD11c CD4 CD8 CD19	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112441	GSE37448	Mast cells	Myeloid		MC.Tr#2	Mouse	C57/Bl6	Male	6 WEEKS	Whole Tissue	CD11b CD11c CD4 CD8 CD19	NA		CD45+ CD117+ FcER1a+	FACSAria
GSM2112442	GSE37448	Mast cells	Myeloid		MC.Tr#3	Mouse	C57/B6	Male	6 WEEKS	Whole Tissue	CD4 CD8 CD19 CD11b CD11c	NA		IgE/FcER1a+ CD117+ CD45+ CD4/8/19- CD11b/c-	FACSAria
GSM2112452	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP-.Adult#6	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP-	MoFlo Sorter
GSM2112453	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP-.Adult#7	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP-	MoFlo Sorter
GSM2112454	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP-.Adult#8	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP-	MoFlo Sorter
GSM2112449	GSE37448	Medullary thymic epithelial cells	Stroma		MEChi.GFP+.Adult.KO#1	Mouse	C57BL/6	Mixed	5 WEEKS	Thymic Medulla	CD45- Ly51-	NA		CD45- Ly51- MHCIIhi GFP+	MoFlo Sorter
