GeneSymbol	VPK1	VPK2	VPK3	VPK4	WT1	WT2	WT3	WT4
Hspa1b	7.00141093	7.063779295	6.626476949	6.625181766	7.552166864	7.220699747	7.712386341	7.179197648
Slc39a4	10.38258445	10.31240483	10.38778537	10.23417373	10.61685111	10.55262714	10.67566347	10.59640674
Cdca7l	9.052092352	9.285698753	9.14005156	8.973385008	9.535327431	9.614593577	9.306563066	9.630046656
Pgghg	9.298164164	9.269637814	9.346233495	9.327304476	8.940104753	9.018252773	9.08870959	9.003919962
Ints10	9.270492871	9.361247983	9.284012204	9.057986253	9.660582595	9.672398485	9.447603599	9.731773159
Zfp268	11.84867777	11.39967834	11.80621274	11.97751465	11.238258	11.19569608	11.48837619	11.12796557
Cyfip2	13.21012744	13.23464157	13.23561806	13.56590911	12.78654583	13.01336029	12.77378428	13.01167323
Wipf1	12.33165284	12.25655629	12.42375868	12.59271672	11.97079187	12.04215287	12.15709594	12.02837791
Fads6	7.637410957	7.5976839	7.511562856	7.586425063	7.146830684	7.259800365	7.262460258	7.168799364
Mthfd2l	6.335628821	6.50938013	6.434532692	6.210555673	6.838671461	6.993142595	6.629513138	6.876271078
Sft2d2	11.85874771	11.79760138	12.11526334	12.27133122	11.5684922	11.40410223	11.71698604	11.5332345
Cct2	12.08708155	12.26032289	12.09699058	11.87843237	12.52996657	12.5649039	12.27848498	12.58336078
Hprt	10.81708862	10.87043402	10.75813684	10.74145402	11.16100156	10.97163563	11.07652721	11.12036752
NA	6.459001502	6.754498058	7.037727954	6.966772762	6.32134107	6.130262026	6.307344763	6.430709958
Card9	11.9192155	11.9246386	11.89749106	11.87884587	11.55379276	11.61364435	11.76217516	11.5236669
Rfx3	7.282213869	7.348591253	7.422144873	7.744451499	7.073962441	6.894248444	6.865532511	7.093537542
Gfra1	7.339161583	7.224124234	6.960653376	7.222530948	7.85701483	7.456170458	7.655588939	7.630355918
Eif3e	11.28585549	11.33684626	11.36473691	11.36414724	11.62923931	11.53098703	11.57038393	11.56483124
Klra17	6.399185368	6.413688144	6.5723724	7.276558436	5.937334806	6.130262026	6.238080721	5.989335813
Epx	9.068272468	9.676718666	8.259071789	9.733257984	8.169505773	7.855348872	8.316690655	7.736528066
Ighg2c	7.10577512	6.918940848	7.666615465	6.405917652	5.792505681	5.1329314	5.1329314	5.1329314
Rac2	14.96197059	15.00369043	15.23654805	15.16034954	14.45171678	14.66511422	14.88667432	14.67785905
Mthfd1l	10.08134472	10.13929611	9.895992071	9.600916615	10.52844988	10.47020115	10.24890748	10.41777202
Ssx2ip	8.942207171	8.798450187	8.714832648	8.75156931	9.111204821	9.229448398	9.213802784	9.042116011
Prps2	9.474183079	9.352563644	9.172141541	9.115491178	9.744704003	9.699609782	9.587141021	9.63539666
Hsh2d	8.347392628	8.471684355	8.415898	8.488683976	7.970996559	8.149388267	8.134333051	8.089069804
Rin3	13.3903279	13.20848585	13.43953733	13.74566017	12.90427966	12.7989532	13.2187656	12.86578477
Fmnl3	11.32773048	11.42209947	11.42402841	11.22404903	11.64949153	11.57520132	11.7017447	11.62959332
Gm11263	10.44770375	10.49573795	10.65062796	10.45780943	10.83523681	10.78841857	10.86168439	10.74712079
Pepd	8.948052684	9.144334432	9.098900267	8.954585717	9.417958411	9.371751935	9.315517321	9.329020257
Bicdl1	8.151861424	8.181266771	7.944758069	8.008380589	7.51449235	7.804995862	7.733089587	7.630355918
Klf2	11.79643996	11.763299	12.0056857	11.95415985	11.3994149	11.35315258	11.71319078	11.46138508
NA	7.504809834	7.302113639	7.643284908	8.126451313	7.063201181	7.220699747	7.10737447	6.965359065
Ankrd28	11.40905506	11.30465361	11.34850533	11.89447196	11.10526562	10.94562933	11.00932649	10.98954449
Tinagl1	8.942207171	9.004227433	9.751607345	9.884440037	8.347516023	8.501482849	8.856435558	8.906671759
Fyttd1	8.787699109	8.885560814	8.826872758	8.925914524	9.228439081	9.248028232	9.032724966	9.233353845
Lins1	8.530848668	8.569199868	8.754348668	8.843111088	8.145578733	8.273743483	8.374015515	8.335212958
Rpap3	8.34293319	8.318278236	8.076799614	7.996003673	8.592525075	8.805369103	8.441514468	8.689696084
Cxcl3	6.267679846	6.163909605	6.960653376	6.154639184	6.825622668	7.307077586	7.118319348	7.325894008
Abca7	12.83144956	12.66207035	12.73907512	12.9589398	12.44393623	12.33576207	12.58964599	12.42124889
Gm15500	12.1574853	12.32400246	12.29387475	12.17865327	12.44103477	12.51584287	12.60565573	12.52078092
Timm10	6.989257792	7.162381369	7.1103254	6.939451278	7.377813838	7.779110094	7.328926608	7.538991955
NA	9.138900495	9.050679517	8.761417013	8.326567924	7.903741038	8.445873685	8.339015453	7.802983205
Samd9l	12.27811543	12.10914857	12.5166917	12.72692427	12.0347387	11.78195014	11.88832732	11.99414904
Slc28a2	8.442094824	8.527117584	8.662897953	8.945092467	8.061019735	7.933442339	8.391195163	8.161053271
Cracr2a	9.884375432	9.739614825	9.946221411	10.23675889	9.406073795	9.473867563	9.664438934	9.534000543
S100a6	13.47810941	13.88692654	14.17384945	14.14112953	13.289208	13.12651849	13.47914132	13.53973019
Arl2bp	10.82105694	10.84441087	11.17395706	11.27143687	10.37059359	10.57205803	10.37924435	10.77723385
Snhg6	7.471610817	7.664215414	7.570780674	7.378333201	7.903741038	8.045597313	7.746719463	8.067802761
Wdr61	8.965447035	9.034456442	8.930744864	8.769636355	9.283644355	9.419629062	9.199355951	9.219150654
B3gnt3	7.454696475	7.063779295	7.285857591	7.131081921	7.909472192	7.505031726	8.256932685	7.585447025
NA	6.533793626	6.562917105	6.661143337	6.925558756	6.057929571	6.254432745	6.284811999	6.259976116
Frmd4a	9.113146634	9.072027927	8.911836067	9.049157609	9.396094202	9.437937231	9.216196489	9.475520207
Cox6a2	5.61618492	5.374237683	5.564305005	5.385619776	5.969306914	5.84502656	6.54446551	5.765547541
Eef1a1-ps1	9.166704678	9.029007588	9.093322926	9.178885958	9.507799086	9.358994979	9.664438934	9.368143736
Ttc37	8.945132918	8.851970557	8.636201275	8.657624285	9.357525796	9.297914675	8.93716076	9.268257884
Clec1b	6.833158218	6.413688144	6.790176787	6.911506312	6.234131489	5.84502656	6.412863019	6.212116767
Trim56	10.44975615	10.30006297	10.46621113	10.77828211	10.14294633	10.12273514	10.04240332	10.11525132
Fbxo9	9.948236947	10.03751079	10.13531677	10.21201045	9.819707354	9.789405468	9.655661503	9.76631134
Fanca	10.76283147	10.67582507	10.55278782	10.86518318	10.4323214	10.42613321	10.2685934	10.38431177
Cars	10.33784617	10.31798	10.17402005	9.933093748	10.57332821	10.57572963	10.62896064	10.53484723
Pip4k2a	11.1618167	11.01878783	11.13189663	11.33791737	10.85281485	10.89730881	10.84404887	10.74629813
Bzw2	9.698189372	9.782221787	9.499359294	8.9482639	10.11163111	10.41797401	9.838923869	10.2652767
Crybg1	9.825479205	9.801468707	9.842288357	10.14889865	9.611438098	9.337477985	9.52486415	9.554860385
Phf10	10.16869722	10.19974362	10.1420644	10.16798885	10.45264366	10.36059273	10.5592339	10.4084396
Mctp1	9.747461694	9.845401196	10.15946169	10.70739142	9.491025165	9.499269164	9.540211358	9.510893405
Pals2	9.921848262	9.891028867	9.830634276	9.661886002	10.27817375	10.33481912	9.966416654	10.30382222
Mcpt8	6.964587369	7.302113639	7.13362668	7.233518134	6.715687773	6.698793739	6.865532511	6.675281467
Stx3	10.08531234	10.02665252	10.13531677	10.03020691	9.853608112	9.8422356	9.693887523	9.730107608
Oasl2	9.201328521	8.870390493	9.172141541	9.24989318	8.376477943	8.045597313	8.968783444	8.370192965
Vdac3	10.78412962	10.92695886	10.88254654	10.73141111	11.19527574	11.09953344	11.06200943	11.11145223
Cmtm6	11.63904903	11.81819116	11.98070521	12.09071847	11.46087206	11.46770553	11.51623343	11.56296417
Apobr	11.96403567	12.05479651	12.26451923	12.34081173	11.4541714	11.81376529	11.87026402	11.69157207
Cdcp1	7.428915055	7.320902927	7.476511611	7.472816083	7.063201181	6.800558318	7.202652313	6.835988674
Cth	5.61618492	6.022700756	5.913875859	5.636395762	6.211003366	6.130262026	6.629513138	6.390687826
NA	10.80671956	10.90416963	10.93552016	10.83053567	11.11136315	11.08286386	11.19496575	11.11336729
Akap13	12.95066872	12.72422866	12.93054442	13.45783627	12.61502065	12.36998044	12.45726192	12.55358581
Rchy1	9.588683474	9.445317294	9.749840202	9.956817286	9.373891674	9.155085633	9.277069392	9.221527652
R3hcc1	7.348416845	7.402279635	7.346003409	6.606980935	7.764884374	7.811391747	7.773578499	7.909067511
Phkg2	9.645376039	9.536276538	9.522329001	9.612920777	9.287970276	9.181916526	9.378815805	9.256717399
Zfp672	8.851524411	8.906531907	8.670434354	8.577724115	8.404857283	8.42135508	8.403944051	8.326330604
Scp2	11.88816439	12.20276449	12.21837799	12.53485873	11.74708649	11.62475884	11.86836936	11.74935608
Srpk2	11.45828548	11.38223187	11.65698598	11.90140814	11.17678752	11.15395136	11.24547982	11.1567261
Pik3ap1	12.77796422	12.89664624	12.69391147	12.41994173	13.12747665	13.32189483	12.92835424	13.24990505
Cyp51	11.695894	11.70495974	11.73931975	11.74688817	11.96373312	12.05008923	11.87781791	12.14059699
Ankrd26	7.529179626	7.470637751	7.422144873	7.297556043	8.035141666	7.885909634	7.662819668	7.776786635
Sms	8.873204982	9.095670113	8.632346178	8.407635678	9.398095681	9.576559819	9.002500882	9.443328598
Pip5k1b	8.829509151	8.921324827	8.879753877	9.322434367	8.512997258	8.606551408	8.559997564	8.582338066
Mrpl38	8.618051184	8.903554837	8.565155209	8.192782083	8.996798503	9.382296757	9.0408582	9.110453604
NA	11.05939587	11.05126815	10.62196695	10.0376408	9.709713028	10.19854357	10.22302554	9.767935503
Ddx1	10.2928178	10.43956971	10.19752987	10.0435604	10.69690122	10.75885165	10.42948212	10.78606641
Inpp1	9.334247598	9.225114233	9.538806467	9.760483837	9.076582357	9.034416714	9.056987194	8.99002733
NA	7.411445163	7.627657492	7.494152063	7.586425063	7.85106116	7.849154576	7.882207077	8.024269614
Zdhhc3	12.06014597	12.03869083	12.15713154	12.37022462	11.7599505	11.84793211	11.79685595	11.87769045
Afg3l2	10.34006106	10.50749435	10.39570996	9.913829231	10.77734851	10.79473245	10.6547023	10.83331391
Dph6	8.051083674	7.984402977	7.880315369	7.675602972	8.444434779	8.547468891	8.055261699	8.429395785
Tet1	5.891819893	6.022700756	5.788663838	5.796472916	6.162902938	6.499800276	6.188874709	6.542322328
Gm19951	7.025366272	6.49092519	7.13362668	6.337163842	6.13784051	6.299776198	6.022109018	6.283020013
Arid3a	12.4714757	12.5436684	12.48787462	12.71585793	12.18334949	12.32326385	12.17590709	12.30095863
Gins1	8.71402183	8.715900559	8.722099473	8.430619139	9.053874278	8.974233378	8.96593741	9.003919962
Rtn1	5.891819893	6.308109139	5.740755467	6.313145908	5.601333244	5.3724382	5.720228359	5.373678634
Antxr2	10.69957034	10.71352653	11.30530769	11.51436492	10.46983748	10.28745566	10.48199964	10.59274979
Glt28d2	6.086509873	6.393442438	6.346726284	6.606980935	5.903897585	5.91845869	5.957953677	5.848649302
Mthfd2	10.69352181	10.98905623	10.48224754	10.09576914	11.11682897	11.29310916	11.16007257	11.17211953
Arhgef10l	10.5535972	10.47393223	10.42697952	10.65038435	10.31458762	10.23732273	10.12859012	10.19704383
Ppm1e	6.478199478	6.285563174	6.198213265	6.511169596	6.029480515	6.016251161	5.809557358	5.612769975
Uri1	9.316319375	9.583396417	9.317851059	9.324871489	9.700020357	9.803579845	9.63079562	9.856080168
Riox1	9.652530951	9.700841955	9.688427307	9.830662587	9.296583154	9.495390356	9.370249284	9.459514636
Jag1	6.168700313	5.991272404	6.113856773	6.125297447	6.381968065	6.535568729	6.629513138	6.542322328
Slamf7	6.168700313	6.189568811	6.020206314	6.449298737	6.744155387	6.40469219	7.027981122	6.736315835
Purg	7.037173484	6.906065138	6.973836835	7.42641516	6.744155387	6.38457212	6.693179078	6.524513628
Relt	10.96572367	11.015362	11.01113257	10.82625282	10.62625229	10.73113678	10.63610783	10.71215826
Parp14	10.77515724	10.59365644	10.80308198	11.0918759	10.48870415	10.37014019	10.35670219	10.46254677
Fscn1	7.446158078	7.495393816	6.920231941	7.526448257	6.730009022	6.321669805	7.039635029	6.050861634
ND4	16.51566659	16.11317276	16.46873095	16.59672076	15.76400998	15.79609516	16.08832507	16.13951321
Eef2kmt	8.404117584	8.384234929	8.223433825	8.032808715	8.603032315	8.659793191	8.714225746	8.626259763
Tlr9	8.360686922	8.012687941	8.105139746	8.630167704	7.732745548	7.41403755	8.033396267	7.523143358
NA	6.057239212	6.110229208	6.475772689	6.490945252	5.750566437	5.61031437	5.990700364	5.765547541
Gm6035	8.918582849	8.52322923	8.58524963	8.544460336	8.996798503	9.155085633	9.244613298	8.935967901
Gm36756	6.267679846	6.163909605	6.553730862	6.792773588	5.656053206	5.84502656	6.052318095	6.050861634
Mrpl35	8.429548821	8.674508815	8.464525388	8.181942857	8.886795883	8.999160899	8.751131388	8.849295802
Gnb1	12.92435852	12.99816611	12.98686345	12.91445852	13.17699801	13.18609928	13.12285943	13.24234282
Dgat1	12.10996083	12.07500804	12.38478487	12.38514586	11.7576201	11.5683096	12.05117967	11.75345474
Mfsd12	10.29167385	10.33787383	9.96156519	9.980156076	10.65492874	10.55262714	10.5963523	10.43319297
Hcst	8.202122083	8.413990222	8.792797484	8.501751787	7.777531558	7.897946929	8.154684247	8.094336296
Rpl3	13.98445231	14.148849	13.95578811	13.73176485	14.30005469	14.29493148	14.3493805	14.29780289
NA	8.399834166	8.349442412	8.608993208	8.63806674	8.795300566	8.757394962	9.030003574	9.050169793
Tbc1d24	10.01909738	10.06430346	9.88798289	10.00008134	9.69026189	9.786236544	9.61639095	9.716713275
Atg16l2	9.592409338	9.756151855	9.815510363	9.76586769	9.266208936	9.322221687	9.570422416	9.337807052
Ankrd13b	7.912378641	8.083645892	7.554125784	7.490933439	8.211570751	8.666743691	8.22847128	8.253178782
Carhsp1	11.03158519	11.17125774	11.38647729	11.35822766	10.6723598	10.88700414	10.94963515	10.89696228
Ltb4r1	11.72116453	11.86232744	12.17630558	12.18735928	11.30308683	11.19629228	11.74493009	11.55218137
Phf1	9.650745559	9.499402217	9.740971766	9.588811316	8.62381631	9.039764339	9.433285227	9.089772184
Gdpd3	7.894022171	7.754910155	7.912912095	8.086253795	7.234795187	7.343705432	7.746719463	7.389093082
Gsdme	9.498222513	9.559087053	10.09693427	10.4787038	8.959253757	8.824115427	9.63079562	9.118132723
NA	9.586816912	9.618201579	9.509845638	9.842599393	9.182690465	9.248028232	9.406308943	9.284260043
Zfp408	9.334247598	9.03173461	9.098900267	9.101330163	8.681104589	8.839551215	8.780631118	8.861568204
Otud3	8.584563933	8.392800627	8.589234583	8.893367446	8.243437481	8.259944429	8.164749924	8.171040757
Msi2	7.887848746	7.895912764	7.719545901	7.643849302	8.150396976	8.144377829	8.092719689	8.219937539
Abhd12	10.62797799	10.64865782	10.80987391	10.63185172	11.11804079	10.83127823	11.25942803	11.01503776
Igkv1-110	5.995311126	5.549920506	6.455356141	5.636395762	5.53902136	5.1329314	5.1329314	5.1329314
Trim16	9.298164164	9.244029871	9.29861247	9.292861165	9.076582357	9.026357587	8.904821899	8.958979603
Peg13	9.220744187	9.181618222	9.497252804	9.606931232	8.630677247	8.817894007	9.179864023	8.82756163
Gm10222	13.99335624	13.5916014	13.90378282	14.03057655	13.2882666	13.28131585	13.52387696	13.63421488
Sbf2	7.76496845	7.445413568	7.697112788	7.951794371	8.322208935	7.933442339	8.270950057	8.243761304
Ms4a6b	6.335628821	6.189568811	6.083804601	7.445170128	5.903897585	5.805042579	6.08144347	5.54895886
Extl3	8.915602133	8.76600233	8.754348668	8.832843763	9.244112113	9.135251541	9.038152259	9.118132723
Tpi1	13.33522484	13.32787917	13.4871722	12.86710391	13.68679749	13.71386811	13.78827019	13.70353243
ND4L	13.99300465	13.5914864	13.90070543	14.21224948	13.28772838	13.28089441	13.52495973	13.63443711
Mrpl23-ps1	7.856560454	7.984402977	8.110739386	7.691205951	8.206958709	8.371002825	8.360992086	8.326330604
Rpl36a-ps2	9.382425102	9.538191311	9.579191651	9.537244965	9.738405021	9.940985411	10.00422058	9.736758269
Rnf125	8.395537713	8.31376939	8.370189999	8.669230898	8.003439174	8.061666729	8.139448674	8.057046356
Aldh3b2	5.891819893	5.720626023	6.250353486	6.337163842	5.601333244	5.546825026	5.613549707	5.54895886
Mtln	7.614937567	7.761643429	7.412863536	7.11917671	8.145578733	7.973735316	7.869863255	8.007587121
Ep300	12.65579244	12.4342983	12.55911779	13.08380644	12.1661749	12.20236165	12.12730246	12.34562286
Ccm2	10.74288837	10.74365616	10.86390332	10.90390295	10.54656926	10.51104491	10.5954359	10.5452915
Rbis	9.016394478	9.061393552	9.145450086	8.9482639	9.388060252	9.56365481	9.308806877	9.279706196
C1qc	7.428915055	7.678567403	7.72694238	8.412262383	6.54491493	6.103188745	7.192409309	6.187218916
NA	9.59798008	9.630814954	9.524399052	9.852752689	9.198869199	9.266370264	9.427104784	9.28879947
Kifc5c-ps	6.086509873	5.924230804	6.275368796	6.125297447	5.601333244	5.471258464	5.549636435	5.848649302
NA	8.519068559	8.161273533	8.689102387	8.680743504	7.732745548	8.179080009	7.999940122	8.120374868
Ogfrl1	11.06275102	11.06591392	11.18705704	11.89488089	10.78957008	10.67833031	10.79141092	10.66331058
Dscam	6.497054536	6.308109139	6.455356141	6.761141226	6.029480515	6.075220465	6.136821603	6.050861634
Acads	9.732350201	9.845401196	9.651037255	9.530930731	10.04049781	9.971986721	10.17719467	9.969083994
Stap1	9.506147044	9.637973199	9.90236747	10.20410597	9.279305341	9.286728326	9.342049431	9.408314984
Crebl2	9.010822515	9.04798842	9.137344644	9.060917065	8.651063429	8.824115427	8.751131388	8.811831821
Rpl12	13.32058853	13.48482871	13.36399069	13.15312986	13.6052357	13.66539702	13.75194532	13.60332677
Samhd1	13.36229102	13.223702	13.65056097	13.85561748	13.06900856	12.85589856	13.19975621	13.00274898
Cd163	5.813234104	5.670030738	5.630427723	5.796472916	6.341964816	5.95249566	6.188874709	6.212116767
Hvcn1	11.14987822	11.31917373	11.32558823	11.35822766	11.05236834	10.98963369	11.01001424	11.04075914
Mrps25	8.378219917	8.475716674	8.424864696	8.224805908	8.67448343	8.78955656	8.651689728	8.727113865
Yars	10.29624418	10.37792373	10.03447213	9.634671288	10.62625229	10.76046546	10.52979483	10.66331058
Arg1	6.586666259	6.393442438	8.024288839	7.255216663	9.307276998	7.705292713	10.26744282	9.320179293
NA	9.97129409	10.06297561	9.90236747	9.744210264	10.36447715	10.45233595	10.06112148	10.3959016
Apol7c	5.995311126	5.991272404	5.688470549	6.427836214	5.656053206	5.61031437	5.374072538	5.373678634
Zbtb39	8.668621807	8.73615338	8.700186686	9.21087997	8.388710453	8.349480597	8.408168228	8.416916747
Tmem63a	11.5098288	11.43805002	11.58657008	11.71250234	11.12408465	11.20757349	11.35291944	11.27036432
Lcn2	17.15084152	17.24343463	17.65330813	17.43571071	16.58047246	16.97489822	16.96383337	17.02767276
Ret	6.399185368	6.285563174	6.553730862	6.383518088	5.831771699	5.985037623	5.923701193	6.135241058
Sp100	12.40140421	12.32593921	12.70919933	12.99962119	11.96069733	11.97842619	12.3330815	12.04151007
Col11a2	8.703672801	8.642654447	8.593208376	8.822501962	8.126138055	8.309892471	8.49407874	8.308396063
NA	6.819191171	6.797787843	7.15650913	7.17762139	6.234131489	6.587100946	6.629513138	6.559843297
Ivl	6.057239212	5.85028171	6.224651938	6.6607204	5.831771699	5.666061453	5.669666496	5.612769975
Eprs	11.23917412	11.29225213	10.9866162	10.76222942	11.67111522	11.80519332	11.23080554	11.71907777
Retnlg	10.94478211	10.693942	12.38563725	13.19490716	9.454956625	8.979810529	10.5592339	9.985922339
Arg2	9.203769919	8.967657882	9.467432779	9.881137203	8.578393289	8.584682805	9.021808181	8.870703703
Btf3	12.41117417	12.42993145	12.54086914	12.38077326	12.61136897	12.71948949	12.69644572	12.73303052
4930463O16Rik	5.723433949	6.238804268	6.198213265	6.490945252	5.656053206	5.666061453	5.473561828	5.808469347
Rhoq	10.29852392	10.29893572	10.22193633	10.1461507	10.74004955	10.52630491	10.42948212	10.5612852
Add3	12.55053768	12.41337196	12.66565085	13.05610414	12.27825402	12.09521455	12.2816204	12.19072542
NA	6.819191171	6.351692465	6.626476949	7.045292274	6.085419927	5.95249566	6.392628824	6.259976116
Vdac1	11.48353663	11.51088748	11.44816743	11.17841456	11.77500697	11.75953686	11.72538438	11.68557848
Fry	11.22127152	10.97006927	11.27495551	11.75592095	10.83523681	10.60835979	10.66172328	10.96217614
Hat1	10.34448066	10.35641349	10.24718821	10.02572807	10.64487266	10.59666172	10.48991202	10.62801538
Bnip1	8.040039319	8.083645892	8.018330153	7.845105683	8.292097514	8.413086747	8.330127943	8.312901158
Ttl	8.01768421	7.852595667	7.932107466	7.691205951	8.292097514	8.241332354	8.113681297	8.404326484
CYTB	16.70076237	16.44423061	16.75824034	16.87023969	16.02693077	16.08886073	16.4145098	16.41506639
Lsp1	14.25814002	14.20201348	14.6395583	14.79392913	13.8010492	13.8084259	14.2354548	13.91670399
Stkld1	7.181381848	7.203870735	7.403516744	7.61133447	6.825622668	6.667992738	7.085196777	6.927972105
Pla2g12a	8.226592415	8.463585074	8.402340315	8.056815476	7.783811652	7.973735316	7.812905331	7.973609013
Cep126	8.028906656	7.995786158	7.819626651	7.932407318	7.491368839	7.712170645	7.54222054	7.593036225
Ndufa10	10.59219665	10.58813134	10.5231257	10.47542477	10.79639944	10.90389456	10.74009829	10.78606641
Uqcrq	10.58940709	10.7194346	10.67965751	10.35925047	10.94036998	10.89290154	11.03049563	10.88878554
Wars	10.26043891	10.3725762	10.19363812	9.835790495	10.62710391	10.70623196	10.43768738	10.69093735
Fam110c	6.887451924	6.783534352	7.167798441	7.407391403	6.457532903	6.499800276	6.753489607	6.559843297
Rsu1	12.3781675	12.35522468	12.61567	12.48276671	12.14255582	12.12776509	12.21131513	12.20006501
Slc12a5	6.569324558	6.372784461	7.074549684	6.953187972	6.13784051	6.075220465	6.37198266	6.305521273
Acta2	8.84213089	8.933049783	9.156186449	9.275324169	8.509274121	8.617360644	8.819037209	8.559856641
Cyp4f16	11.39528333	11.32693212	11.47618406	11.28647742	10.99283959	11.03633631	11.22548602	10.95436199
Prr14	11.40430279	11.30071924	11.38021765	11.34152238	10.93625365	11.15333739	11.16131129	11.03268606
Myo18b	6.669536888	6.81187145	6.5723724	7.057911284	6.162902938	6.046273757	6.490056775	6.390687826
Trip10	8.838985915	8.851970557	8.632346178	8.548661237	8.972776133	9.174648723	9.106894615	9.084554782
Esd	11.74307563	11.75346408	11.95068383	11.89324446	12.29549104	11.98361541	12.19084201	12.20516116
Hmgn2	14.06468485	14.21886173	14.16444402	14.11942389	13.65365917	13.96178093	13.87904024	13.82747838
Dcst2	6.533793626	6.262473219	6.142886147	6.470328082	5.750566437	5.84502656	6.022109018	5.989335813
Arap1	12.26826989	12.2162525	12.27988308	12.52722978	11.98911702	12.0011204	12.092018	11.94266947
NA	8.542531649	8.186220811	8.243908971	8.316716637	7.783811652	7.49701125	8.144545655	7.796480801
Nudcd1	8.338459596	8.587922978	8.415898	8.056815476	8.85791774	8.914319637	8.586274102	8.888801054
NA	6.874106503	6.562917105	6.608733552	7.10715883	6.401388114	6.103188745	6.47128573	5.989335813
NA	6.586666259	6.527522122	6.369404227	6.712024967	5.999977225	6.103188745	6.307344763	6.020697472
Pmpcb	9.630958457	9.620010282	9.706763831	9.518218366	9.907924824	9.933845536	9.812327037	9.950617348
Slfn2	13.1741381	13.21700877	13.6101703	13.65659436	12.9401695	12.84890211	13.10800367	13.00033683
Dnhd1	6.551704058	6.262473219	6.391580339	6.6607204	5.868794088	5.91845869	6.213808272	6.020697472
Cnr2	10.96930374	11.00848582	11.10315893	11.37884076	10.69365307	10.59394863	10.8708006	10.74465139
NA	11.60953437	11.69471744	11.93834321	11.69851515	12.11763529	11.90848311	12.21430153	12.16357081
Trp53inp1	11.23442178	11.00848582	11.21098268	12.09890549	10.91130575	10.36590468	10.77126681	10.75450369
Castor2	9.884375432	9.780606189	9.862049712	10.1392578	9.597579898	9.658597191	9.54211828	9.46953901
Prkcg	7.037173484	6.931681966	7.265177388	7.287099502	6.527999995	6.570191839	6.852090632	6.780070123
Aldh3a2	11.25919863	11.23272857	11.44380847	11.62202988	11.03194026	10.84274942	11.12812015	11.01230336
Ctse	9.603529306	9.328406989	10.00515883	10.63283309	9.074076966	8.845679042	9.445566841	9.247417635
Gpr35	8.466857689	8.215582942	8.447035627	9.272801279	7.965514961	7.779110094	8.266293114	7.523143358
Tmc7	7.744519891	7.664215414	7.85367212	8.331467851	7.386255373	7.316330978	7.252682117	7.600583014
Desi2	9.154133307	9.131687583	9.180052916	9.457358968	9.685357702	9.52422921	9.513245149	9.638952297
Ptger3	7.428915055	7.567030182	7.528750293	7.651857596	7.116112598	7.370521221	6.968015542	7.036899404
Il15	6.964587369	6.981362157	6.892520865	7.744451499	6.825622668	6.364043079	6.526633544	6.506405393
S100a11	13.87937582	13.94667396	14.33777257	14.46047161	13.43401425	13.48701436	13.94865309	13.56291654
Dtx4	10.31550792	10.11259251	9.955447296	10.44109714	10.67400895	10.62351539	10.55735265	10.59183409
Cnppd1	11.02403162	11.04925943	11.16868356	11.41122091	10.64823249	10.53858576	10.99689058	10.67891574
NA	6.194468776	6.022700756	6.113856773	5.996441412	5.750566437	5.666061453	5.549636435	5.668797678
Slc22a20	7.037173484	7.108551434	7.431361733	7.407391403	6.561570347	6.620162664	6.968015542	6.889404426
Was	11.99842496	12.02069606	12.10080212	12.18167284	11.7333163	11.86002165	11.87517855	11.74236153
Eci1	8.30215001	8.379932505	8.313310315	8.056815476	8.603032315	8.536111547	8.690231919	8.640603494
Ralgps1	8.172182597	7.761643429	8.165535675	8.581827763	7.802481249	7.582705556	7.691364033	7.570139343
Bcl2a1d	9.548967156	9.736284472	9.866947925	8.982692693	10.14889118	10.26829241	10.05713088	10.09857814
Ubn1	11.63949841	11.60595696	11.64990788	11.86221241	11.43582536	11.41796962	11.32666258	11.42278566
Prr7	7.149526023	6.918940848	7.19008297	7.019665972	6.561570347	6.698793739	6.824745595	6.542322328
H2-T24	9.057506087	9.12914475	9.16152459	9.8203516	8.67448343	8.770346882	8.731119768	8.891795088
M1ap	7.52110548	7.741343381	7.467603217	7.721885845	7.084632529	7.19057758	7.383332539	7.199744877
Lrg1	12.90056191	12.99538736	13.49417052	13.33212695	12.07833933	12.28734588	12.98015184	12.61546373
Arhgap9	11.86029071	11.9293781	12.13195354	12.26058264	11.61900555	11.49800187	11.82877507	11.64600103
Chit1	6.439444786	6.613953593	6.515460015	6.625181766	5.969306914	6.182002646	6.188874709	6.212116767
Stard8	9.903983055	9.765983548	9.894393798	9.94421342	9.653903136	9.561801737	9.612767106	9.601171949
Ppbp	6.776274696	7.0054717	6.5723724	7.397776106	6.278733668	6.182002646	6.54446551	6.542322328
Pi4k2b	9.008028367	9.077315614	9.050785046	8.995009373	9.408061412	9.291213345	9.228105389	9.335615395
Dgka	10.41656172	10.2542704	10.6562924	10.7157513	10.05323429	9.963597832	10.28232911	10.05536584
Pigv	8.661506702	8.732797863	8.785883546	8.762437022	8.339130727	8.379520596	8.578816057	8.234280254
Arhgef37	8.614369153	7.961352675	7.982031473	9.244752381	7.552166864	6.713889069	7.618845709	7.082411968
Arhgdib	15.0207986	15.139786	15.22576011	15.27151322	14.66182968	14.91450862	14.94131389	14.82516693
Klf4	10.9433266	10.56581664	10.62485883	10.64358423	11.21918729	10.97163563	11.27209645	10.95791913
