GeneSymbol	MC38_KO1	MC38_KO2	MC38_KO3	MC38_WT1	MC38_WT2	MC38_WT3
Mpeg1	12.03995821	11.99119472	12.15668137	15.30216582	15.3509293	15.18544265
Cnbd2	11.52484745	11.49116792	11.45469165	8.088904162	8.122583694	8.159059959
Ifi213	8.913473749	8.920029376	8.816163298	12.82975338	12.82319776	12.92706384
Ctse	9.35974426	9.202763022	9.325736167	11.77623726	11.9332185	11.81024535
Vsir	11.63484996	11.54793409	11.62875791	13.47317853	13.5600944	13.47927058
Gm13394	14.52824531	14.54982567	14.59269231	13.00460325	12.98302289	12.94015626
Ppfia4	10.08025979	10.11053038	10.0771303	7.34163076	7.311360167	7.344760246
Eno2	10.13936264	10.17786167	10.2354375	7.340050413	7.301551379	7.243975555
Ifi202b	12.66434821	12.71775856	12.41683639	7.7048742	7.651463852	7.952386023
Ifi208	10.52276663	10.41284003	10.51573813	12.12855239	12.23847898	12.13558089
Slamf7	10.33271905	10.29267335	10.25649322	11.92942318	11.96946888	12.00564901
H2-Q7	14.26713025	14.26993782	14.27262925	13.06144596	13.05863839	13.05594696
Npl	7.836237501	7.701477759	7.610742407	10.12180746	10.2565672	10.34730255
Cep85	13.54460083	13.38796996	13.23589347	9.580858009	9.737488871	9.88956537
Ccl5	12.88125556	12.86357536	12.87947955	11.58789509	11.60557529	11.5896711
Btg2	14.2420448	14.23435106	14.22686264	13.10419517	13.1118889	13.11937732
Chil1	7.731616105	7.50142165	7.635716645	13.37024305	13.60043751	13.46614251
Ifi206	10.35507026	10.15917975	10.15691869	13.03651156	13.23240208	13.23466313
F11r	9.605314256	9.571559564	9.693221632	11.3649631	11.39871779	11.27705572
Camk2b	9.467482059	9.45375204	9.610634064	7.184428693	7.198158713	7.041276689
Pltp	12.03683759	12.02209601	12.09375224	10.81708685	10.83182843	10.7601722
Spp1	12.83727377	12.81934108	12.85749241	13.87078062	13.88871332	13.85056199
H2-Eb1	15.86758292	15.90499169	15.89706488	15.05805993	15.02065117	15.02857797
Adam8	13.97885293	13.91138533	13.9331695	14.78190302	14.84937062	14.82758645
Pttg1	8.890115936	8.784534467	8.900555372	10.31228163	10.4178631	10.30184219
H2-Ab1	17.14087796	17.14451363	17.17428118	16.38353128	16.3798956	16.35012806
Rab7b	12.24790299	12.25209761	12.29131131	11.29793203	11.29373741	11.25452371
Ifi211	13.79317639	13.69626073	13.65165168	14.59712996	14.69404562	14.73865467
H2-Aa	16.00458477	16.04128423	16.0324793	15.27223761	15.23553815	15.24434308
Gm10359	11.57398969	11.56415	11.58460046	12.48703925	12.49687894	12.47642848
Cd244a	9.40411883	9.314325405	9.298033609	10.59766851	10.68746193	10.70375373
Glul	10.58157324	10.43103085	10.49359151	9.075797519	9.226339907	9.163779243
Gpr137b	11.07149388	11.06530041	11.07743073	9.97814914	9.984342607	9.972212289
Gm2606	12.77383368	12.7633678	12.84108446	11.91503299	11.92549887	11.84778221
Mapk7	9.727809347	9.674009871	9.68129686	10.77084711	10.82464658	10.8173596
H2-Q6	13.81030814	13.66009944	13.79461215	12.78441312	12.93462182	12.8001091
Smg7	10.75462285	10.71451349	10.74130713	9.626041019	9.666150382	9.639356748
Gapdh	16.0555834	16.01440214	16.10206927	16.79592803	16.83710929	16.74944216
Ly6i	13.87275591	13.89995643	13.91460389	13.18152574	13.15432522	13.13967776
Ifi214	11.40002262	11.50394575	11.28629985	10.2693552	10.16543207	10.38307797
Tmem176b	10.78222897	10.67180485	10.77277572	9.60668102	9.717105139	9.616134266
Itga6	10.14397306	10.2178928	10.27444827	11.33946403	11.26554429	11.20898882
Il1rn	13.87095879	13.83939174	13.90466127	13.14142097	13.17298803	13.1077185
Cd83	12.65647631	12.68860678	12.59996978	11.83536983	11.80323937	11.89187636
Ifi209	13.49455636	13.47681673	13.37655736	14.17719799	14.19493762	14.29519699
Fcgr2b	14.98117245	14.9955949	14.95338269	14.31922102	14.30479857	14.34701078
Mmp12	10.20802756	10.25528689	10.20004107	11.16617236	11.11891303	11.17415885
Stk25	10.56200149	10.58052443	10.45684352	9.421358454	9.402835522	9.526516434
Galnt10	10.39224981	10.23537131	10.35734001	11.24656706	11.40344556	11.28147687
AW112010	13.71983441	13.81838247	13.69701936	13.02045613	12.92190807	13.04327118
Cxcr4	10.77700613	10.82553261	10.75029169	11.62904873	11.58052225	11.65576318
Ckb	11.60604934	11.43152327	11.55572734	12.32868151	12.50320758	12.37900351
Ets1	9.645530626	9.566841925	9.788638997	10.8068797	10.8855684	10.66377133
Selenbp1	10.78757437	10.78353847	10.98277312	11.88966054	11.89369643	11.69446178
Pf4	10.208327	10.31180425	10.27371927	11.22527857	11.12180131	11.1598863
Cxcl9	12.82145395	12.83871998	12.791626	12.12166713	12.1044011	12.15149507
Tagln2	13.5122157	13.46211935	13.50629526	14.11204366	14.16214	14.11796409
Socs3	14.61451913	14.59040806	14.59136986	13.97553951	13.99965059	13.99868879
Ndrg1	12.02580362	11.98880683	12.09849148	12.7871335	12.82413028	12.71444563
Gpi1	14.32108791	14.27756837	14.39294684	15.00818683	15.05170637	14.9363279
Ppp1r3b	11.63613651	11.62288086	11.67418247	12.36133828	12.37459393	12.32329232
G530011O06Rik	9.505562567	9.470673542	9.444576055	8.319190676	8.354079701	8.380177188
Basp1	12.31987451	12.25399702	12.18826429	12.92307127	12.98894875	13.05468148
Scd2	11.07076239	11.09599414	11.264742	12.10342365	12.0781919	11.90944404
Mmp13	9.233250176	9.128219911	9.270889967	10.22048347	10.32551374	10.18284368
Fcrla	8.475203952	8.680306893	8.596737346	7.428741823	7.223638882	7.307208429
Cyp27a1	10.90175199	10.78983413	10.83387499	9.917008282	10.02892614	9.984885281
Tmem176a	9.830618476	9.797977073	9.78654494	8.77109345	8.803734854	8.815166987
Ero1a	13.36735664	13.34074133	13.46764183	14.07963148	14.10624679	13.97934629
1600014C10Rik	13.61333522	13.5734536	13.58223848	12.97599998	13.0158816	13.00709672
Trps1	12.33094574	12.39336532	12.35515107	11.72215194	11.65973237	11.69794661
Nt5e	10.14988341	10.22548695	10.36952571	11.28113585	11.20553231	11.06149355
Steap3	8.844337838	8.643920315	8.72642009	9.727683097	9.92810062	9.845600845
Galnt6	11.14191343	10.96372268	11.09985207	11.7984375	11.97662825	11.84049886
Etv5	11.00799877	10.97389633	11.03709081	11.71007252	11.74417497	11.68098048
Dnaaf5	8.450694254	8.211883128	8.107286042	9.325735075	9.564546201	9.669143287
Ciita	12.44219065	12.41349917	12.41323773	11.79713736	11.82582884	11.82609028
Cd9	10.16240402	10.20046333	10.20469192	10.978944	10.94088469	10.9366561
Ch25h	9.524229799	9.556626218	9.568125508	10.41714291	10.38474649	10.3732472
Il1b	14.83510955	14.88700753	14.87557479	14.3739964	14.32209842	14.33353116
Lilrb4a	13.83202973	13.91235987	13.69604009	13.08035274	13.0000226	13.21634238
Gsn	14.35772947	14.29149944	14.34901441	14.83607087	14.90230089	14.84478592
Neat1	12.34152679	12.40390319	12.27198336	11.67617804	11.61380164	11.74572147
Ccnd2	10.57479082	10.48070806	10.42368332	11.17618043	11.2702632	11.32728793
Gm12537	12.71078995	12.74250709	12.83388394	12.19461794	12.1629008	12.07152395
Cd93	10.72048254	10.67623712	10.59724332	11.3147178	11.35896322	11.43795702
Pde4b	12.52824632	12.53639272	12.49835542	11.95278953	11.94464313	11.98268043
Hilpda	11.13971758	11.27448948	11.28513446	12.02361473	11.88884283	11.87819785
Cd74	18.13730778	18.0877282	18.18126751	17.62651121	17.6760908	17.58255149
Nfkbid	11.40064375	11.4079285	11.31815515	10.66865973	10.66137498	10.75114833
Ly9	10.72065596	10.53787393	10.53969468	11.26092403	11.44370606	11.4418853
Clec7a	13.35106966	13.56936961	13.51119196	12.90950443	12.69120448	12.74938213
Vdac1	11.47111768	11.48749648	11.39628508	12.05926152	12.04288272	12.13409412
Calhm6	12.27182769	12.30356841	12.19972511	11.6346477	11.60290697	11.70675028
Ccl2	13.58105303	13.63631048	13.62871291	14.14840267	14.09314522	14.10074279
Adgre4	9.722398662	9.671646053	9.658283208	8.774184603	8.824937212	8.838300057
Arg1	16.22922693	16.33889694	16.33099474	16.89159392	16.78192391	16.78982611
Gm13292	9.25126385	9.120110515	9.279945169	10.0439598	10.17511313	10.01527848
Gpnmb	10.28388966	10.28178283	10.31141975	10.97487769	10.97698452	10.94734759
F13a1	14.1956423	14.13090386	14.24731873	14.71267613	14.77741457	14.6609997
Cd38	10.24254939	10.20331971	10.2542214	9.472803578	9.512033254	9.461131569
Ifi205	13.7037226	13.64436473	13.56223717	14.12344162	14.18279949	14.26492705
Notch4	8.852516481	8.748958569	8.884302407	9.692836374	9.796394286	9.661050448
Nav1	10.07520036	10.08926829	10.08865999	10.77220184	10.75813391	10.75874222
4930523C07Rik	10.68785212	10.63331274	10.6043635	9.890578965	9.945118346	9.974067586
Cd33	10.79404247	10.77090196	10.80705043	10.11795329	10.14109381	10.10494533
Arhgef37	11.1085264	11.13393352	11.23831367	10.52582352	10.5004164	10.39603625
Gm16867	8.238315452	8.322319615	8.151832431	6.712119357	6.628115194	6.798602378
Zbtb18	10.12680301	10.24701773	10.15859685	9.449168008	9.328953292	9.417374166
Nt5dc2	11.47029092	11.39362686	11.51982909	12.04667638	12.12334045	11.99713822
Cd72	11.64998604	11.51933779	11.56403617	12.09840797	12.22905622	12.18435784
Gcnt1	11.04411428	11.04085882	11.09547676	11.66084237	11.66409782	11.60947989
Tnfaip2	14.00403132	13.96116389	14.0204385	13.51761012	13.56047755	13.50120294
Hmox1	12.95510812	12.87467768	12.80316979	13.35472171	13.43515215	13.50666004
Ldha	15.55951855	15.53671174	15.64077097	16.0780566	16.10086341	15.99680418
Dab2	13.83864162	13.80788711	13.78959102	14.2376323	14.26838681	14.2866829
Pgk1	13.96487517	13.97583956	13.98393699	14.42085343	14.40988904	14.40179161
C5ar1	13.3680439	13.34620902	13.34668972	13.78865044	13.81048532	13.81000462
Kcnj10	7.837564005	7.921190791	8.085825371	7.07314507	6.989518284	6.824883703
Gm15056	8.248429415	8.317888303	8.166226756	7.254803648	7.18534476	7.337006307
Mxi1	11.53333721	11.47306584	11.57359869	12.07419828	12.13446964	12.03393679
Adgre5	12.49496666	12.43015334	12.41025977	11.87165821	11.93647153	11.9563651
Cotl1	12.20959557	12.23903532	12.1181859	12.7060398	12.67660006	12.79744948
Bcl2l1	11.54855462	11.53899498	11.49565727	12.03575607	12.04531571	12.08865342
Impdh1	9.721824699	9.718166591	9.82960096	10.50925204	10.51291015	10.40147578
Ipo9	10.69615831	10.69924759	10.82637301	11.42117349	11.41808422	11.2909588
Ccl12	11.60214321	11.80378686	11.70196631	12.42910819	12.22746454	12.32928509
Carhsp1	11.28655365	11.26642543	11.30628122	11.81958832	11.83971654	11.79986075
Gys1	11.53045126	11.47992379	11.58424035	12.07878387	12.12931134	12.02499478
Fcrls	8.611016889	8.448563653	8.557609392	9.340843403	9.503296639	9.3942509
Sdc3	14.89140124	14.80800985	14.92289746	15.33084326	15.41423465	15.29934704
C1s1	8.89103073	8.891039788	9.022726248	8.114426747	8.114417689	7.98273123
Hbb-b1	10.29094883	10.47243906	10.29230166	9.628099958	9.446609732	9.626747132
Sgk1	13.20143563	13.14199489	13.20157473	12.69700357	12.75644431	12.69686447
Traf1	11.09638515	11.12616635	11.12804108	10.55775713	10.52797592	10.52610119
Igtp	14.41098047	14.3054571	14.35351908	13.83771715	13.94324051	13.89517853
Cd24a	9.128968389	9.087367987	9.118973306	9.835699142	9.877299545	9.845694225
Macir	11.38960748	11.30695522	11.30642297	10.69776061	10.78041287	10.78094511
Gzmb	8.748636736	8.814075947	8.453711125	9.551658222	9.486219012	9.846583833
Flrt2	9.564129691	9.448270628	9.544277756	10.18358064	10.2994397	10.20343257
Gm4609	10.08354123	10.24819595	10.22218398	9.546920876	9.382266155	9.408278131
H2-DMb1	13.95763029	13.98662369	14.00713874	13.58381484	13.55482144	13.5343064
Fam177a	10.59945282	10.48147573	10.58140645	9.837643262	9.955620352	9.855689628
Fam177a2	10.5751624	10.46693495	10.56392726	9.830401232	9.938628681	9.841636373
Vill	11.55020882	11.47227727	11.56183862	10.94878054	11.02671209	10.93715074
Snx6	12.124177	12.10180238	12.08052568	12.54772407	12.57009869	12.59137539
Ccl7	13.07466728	13.18799201	13.12267973	13.65583184	13.54250711	13.60781939
Aldoa	15.59192221	15.54413909	15.62110526	15.99624395	16.04402707	15.9670609
C3ar1	14.51150897	14.45924938	14.51970697	14.89680948	14.94906907	14.88861148
Lyz2	18.57889127	18.73234201	18.61006108	18.21954813	18.0660974	18.18837832
Tmem119	11.52215727	11.40507898	11.5407181	12.00536483	12.12244312	11.986804
Mefv	12.56389849	12.45592211	12.50101035	11.95424426	12.06222064	12.0171324
Cd300a	11.96608087	12.01917798	12.0123308	11.53940939	11.48631228	11.49315946
Ms4a8a	10.70975516	10.68477046	10.61594026	10.00715221	10.03213692	10.10096712
Tubb6	12.88696419	12.76447815	12.86407866	13.27446827	13.39695431	13.29735381
Trim11	10.09374207	10.0645971	10.02560656	10.64123994	10.67038491	10.70937545
Srp54b	11.59778129	11.64675099	11.64016003	11.14506267	11.09609297	11.10268392
Pgam1	14.1846651	14.18923583	14.19444908	14.58529932	14.5807286	14.57551534
Appl2	10.96500481	10.95265259	10.98376178	11.48661875	11.49897098	11.46786178
Cd48	11.06330059	11.1439532	11.11041	11.67319412	11.59254151	11.62608471
Abcc3	11.85961433	11.71978314	11.9563616	12.43611896	12.57595015	12.33937168
Got1	11.24418635	11.21341491	11.2592958	10.69525007	10.72602151	10.68014062
Slc2a1	13.93616655	13.89845706	13.94881313	14.32325336	14.36096285	14.31060678
Ctsl	13.40001724	13.3792585	13.4394005	13.83012266	13.8508814	13.7907394
Pop4	9.840836498	9.827008337	9.773260015	9.08433556	9.09816372	9.151912043
Slc16a3	13.79335016	13.75203205	13.78091863	14.15846971	14.19978782	14.17090124
Cdh23	8.771200846	8.801131587	8.73552953	7.929657098	7.899726357	7.965328414
Ccnl1	12.42626005	12.42188773	12.32105835	11.85853981	11.86291214	11.96374152
Slc37a2	11.40350946	11.35241632	11.43713996	11.89215409	11.94324723	11.85852359
Fnip2	10.40690492	10.43812711	10.49897544	11.06500456	11.03378237	10.97293404
Mfsd13a	8.861754615	8.831170441	9.050366144	8.076376876	8.10696105	7.887765347
Sfxn2	9.074298652	9.171584982	9.177396947	8.403815134	8.306528805	8.30071684
Pik3r6	11.59844721	11.54000571	11.555554	11.02510336	11.08354487	11.06799657
Srgap2	11.63073248	11.54306155	11.57838841	12.02428443	12.11195536	12.0766285
Rnf187	11.60710872	11.48789252	11.52144609	11.97942289	12.09863909	12.06508552
Il2rb	8.061834905	8.109846827	7.908864152	8.815607499	8.767595578	8.968578252
Gpr18	10.01056412	10.02479558	10.04993563	9.402838099	9.388606634	9.363466591
Ptgs2	13.38722481	13.4303093	13.42027635	13.03300718	12.98992269	12.99995564
Slc25a24	10.63414338	10.49828861	10.58028202	11.07838403	11.2142388	11.13224539
Arl5c	10.69487808	10.7426711	10.67447071	10.13935045	10.09155743	10.15975782
Tnfrsf23	8.748045734	8.845488401	8.798368697	9.570390506	9.472947839	9.520067544
Cd40	12.23715229	12.28822546	12.23818063	11.82345237	11.7723792	11.82242403
Gm14760	12.83355301	12.87282191	12.91027596	12.47993281	12.4406639	12.40320986
Cd36	10.6012544	10.63072453	10.58695082	11.13000774	11.10053761	11.14431132
H2aw	7.854201649	7.733532488	7.7844882	8.569302511	8.689971673	8.63901596
Msr1	14.24494272	14.29851571	14.31790857	14.71881511	14.66524212	14.64584926
Ccnl2	12.33108729	12.28302063	12.2342307	11.77681455	11.8248812	11.87367113
Peds1	11.86673573	11.81191875	11.89309377	12.29883749	12.35365446	12.27247945
Pgm1	11.91982202	11.79453638	11.9821391	12.40169627	12.52698191	12.33937918
Gbp4	14.25433072	14.20681605	14.26455249	13.84631446	13.89382912	13.83609268
Lrp12	10.14138414	10.2292322	10.28773941	10.88686804	10.79901997	10.74051276
Mcemp1	11.66907406	11.78861745	11.7702121	11.31416392	11.19462053	11.21302588
Ptprv	7.463815752	7.41793497	7.479582724	8.282045407	8.327926189	8.266278435
Tpi1	15.35301537	15.30247685	15.40470668	15.74610956	15.79664807	15.69441825
Prdx6	14.48184387	14.46524073	14.53689367	14.88645354	14.90305667	14.83140374
P4hb	14.49496265	14.50820311	14.52850791	14.88494313	14.87170267	14.85139787
Gatm	13.41293783	13.40727345	13.46537601	13.83013376	13.83579814	13.77769558
Clec4n	11.40587719	11.49289701	11.36729678	10.91924072	10.83222091	10.95782113
Gm11953	7.959117627	8.07445998	7.985094709	8.856362315	8.741019963	8.830385233
Itgam	12.65550729	12.69332987	12.74416727	13.15533604	13.11751346	13.06667606
Klf2	12.20114601	12.17188689	12.13881041	11.70311354	11.73237266	11.76544913
Osbpl3	9.461756801	9.462922888	9.589994227	8.847566504	8.846400416	8.719329077
Cd28	7.563348126	7.516472081	7.53708107	8.329792	8.376668046	8.356059056
Gm9733	10.15408878	10.19957197	10.16121105	9.593413188	9.547929991	9.586290919
Rnase4	10.94621678	11.04364389	11.00389474	11.54210751	11.4446804	11.48442955
Tubb2a	11.22686087	11.11136178	11.23175939	11.65239085	11.76788995	11.64749234
Ifi204	14.42098987	14.38805349	14.328916	14.72352749	14.75646388	14.81560137
Lasp1	12.69428595	12.58464448	12.63414877	13.00525845	13.11489991	13.06539562
Itga4	11.6030224	11.69559592	11.60228698	11.18099403	11.08842051	11.18172945
Ccrl2	13.47396147	13.50874635	13.51554443	13.14814478	13.11335991	13.10656183
Ctsd	13.99158329	13.93176047	14.03773532	14.37625111	14.43607392	14.33009908
A530040E14Rik	11.15025056	11.1284075	11.1071695	10.62064592	10.64248899	10.66372698
Igsf8	11.85549211	11.73144058	11.84830296	11.28032276	11.40437429	11.28751191
Osbpl8	11.30087323	11.28348193	11.26904908	11.71199987	11.72939117	11.74382402
Tbl2	10.20806985	10.16501205	10.2352776	10.7271117	10.7701695	10.69990395
Coro2a	11.6718816	11.57093776	11.70330428	12.09498833	12.19593216	12.06356565
Slc2a3	8.197365059	8.074328716	8.175066008	8.864352778	8.98738912	8.886651829
Lamc1	9.624888332	9.695659807	9.661246404	10.27510977	10.20433829	10.2387517
Tnfrsf18	7.807576184	7.933885537	7.843124652	8.691446797	8.565137444	8.655898329
Pdia4	12.04700775	11.98969147	12.06528448	12.43968124	12.49699752	12.42140452
Ralgds	12.28116052	12.20613648	12.33347922	11.81121374	11.88623778	11.75889505
Nr1h3	10.12844545	10.1124519	10.07530138	9.497008446	9.513002	9.550152517
Syngr2	13.65091687	13.61060042	13.6573582	13.26016021	13.30047665	13.25371888
Ap1b1	12.0861628	11.99386691	12.07671169	12.44557595	12.53787185	12.45502706
Hba-a1	10.56943367	10.65544643	10.45873605	9.943559304	9.857546548	10.05425692
Ncapg2	9.965805223	9.917778736	9.933064734	10.45626873	10.50429522	10.48900922
Gm8797	10.81264194	10.88248201	10.81177756	10.3457359	10.27589582	10.34660028
Pianp	7.689196134	7.786081639	7.710450681	6.722489711	6.625604206	6.701235164
Eaf1	10.51228838	10.46103358	10.51829827	10.97740886	11.02866365	10.97139896
Hp	12.85681951	12.79443578	12.9751059	12.42348153	12.48586526	12.30519514
Tnfrsf4	7.345041916	7.404852776	7.429076083	8.245580171	8.185769311	8.161546004
Marcksl1	12.8978923	12.81486463	12.88726225	12.43523023	12.51825791	12.44586029
Tspan13	10.71696566	10.72145997	10.49553688	9.94614518	9.941650874	10.16757396
Egln3	11.10272337	11.14815966	11.21342885	11.6718668	11.62643052	11.56116132
Slc16a6	9.929085392	9.922512866	9.857312178	10.41879575	10.42536827	10.49056896
Ddhd1	9.944673516	9.913856482	9.830385872	9.238431377	9.269248411	9.352719022
Glrx	13.68510434	13.65904434	13.71854512	14.04563532	14.07169531	14.01219454
Bsg	13.02976947	13.06601035	13.1456118	13.53126707	13.49502619	13.41542475
Slc7a8	13.37936682	13.33269037	13.39393173	13.72039654	13.76707299	13.70583163
Lgals3	15.2751121	15.3120483	15.29805687	15.64526466	15.60832845	15.62231988
Arid5b	11.71784549	11.78654691	11.54118231	11.08850883	11.01980741	11.26517201
Slc4a11	10.78742391	10.77909475	10.71471543	10.22790643	10.23623559	10.30061491
Cfp	13.7347884	13.71717278	13.72844888	14.05939542	14.07701104	14.06573495
Rhov	10.79526562	10.61514785	10.69536412	11.13687639	11.31699415	11.23677788
Mfhas1	10.17833441	10.15097767	10.23533687	10.71377594	10.74113267	10.65677347
Icos	7.460155436	7.389563834	7.2020849	8.061166389	8.131757991	8.319236924
Kdm5b	10.75973315	10.71715534	10.72856524	11.1723976	11.21497541	11.20356552
St3gal4	11.03110083	11.10058935	11.07417119	10.62982092	10.5603324	10.58675057
Cd209a	8.753200017	8.660009911	8.807646227	7.985953041	8.079143147	7.931506831
Cd302	10.69724194	10.84971423	10.74784555	10.29285179	10.1403795	10.24224818
Pdlim7	10.37266365	10.29995247	10.4189914	10.86695411	10.93966529	10.82062635
Pkm	16.73683116	16.62983208	16.75118375	17.05358224	17.16058131	17.03922965
Afg3l2	11.32600567	11.19786548	11.40976961	11.80968283	11.93782302	11.72591888
Anxa2	15.1267401	15.08789734	15.20542922	15.52550525	15.56434801	15.44681613
Lhfpl2	10.04920781	10.02501501	10.1205035	10.6090556	10.63324839	10.5377599
Bnip3	12.34344115	12.48836731	12.43834807	12.92951334	12.78458718	12.83460642
Gm6377	10.45867394	10.45388681	10.32348268	9.805488454	9.810275593	9.940679717
Tmem37	10.40861605	10.41383204	10.4404667	9.915866016	9.910650022	9.884015359
Cpd	11.80326578	11.75683717	11.87103829	12.24293966	12.28936826	12.17516714
Nxpe4	9.398268687	9.417418397	9.40176772	8.786783416	8.767633706	8.783284384
Mthfd1l	10.46234647	10.46542482	10.58399663	11.05045268	11.04737433	10.92880251
Hivep3	11.26745168	11.37592772	11.29067028	10.88336418	10.77488814	10.86014558
Slc39a14	10.81330922	10.72715481	10.89536191	11.3116355	11.39778991	11.2295828
Grk3	9.9223046	9.858653557	9.855124765	9.25246932	9.316120364	9.319649156
Por	12.37545923	12.24891888	12.27909119	12.64177782	12.76831817	12.73814587
Slamf8	11.88381216	11.8641637	11.95132966	12.3207529	12.34040136	12.25323541
Impa2	10.57255034	10.54382323	10.55924507	11.00549501	11.03422211	11.01880028
Id3	9.430866164	9.395489065	9.24470805	8.610920829	8.646297927	8.797078942
Rbpj	12.41200231	12.40478841	12.43537956	12.78557354	12.79278745	12.7621963
Wdfy1	12.06172528	12.0279263	12.0708106	12.423258	12.45705699	12.41417268
Gm2574	10.77717775	10.84098903	10.78799252	10.34538114	10.28156986	10.33456637
Iqgap3	9.774142121	9.683467105	9.837525461	10.32002778	10.41070279	10.25664444
Arid5a	12.68889775	12.62486404	12.65458616	12.24878571	12.31281941	12.2830973
Gde1	11.03167646	10.89778295	10.99752645	11.38500421	11.51889772	11.41915422
Gm4691	9.512226458	9.699175499	9.62783964	9.078119554	8.891170514	8.962506372
Metrnl	12.98528912	12.89749073	12.97511846	13.28840007	13.37619845	13.29857073
Rgs2	13.27053571	13.25024018	13.16836488	12.81157163	12.83186717	12.91374247
Nrg1	9.973089268	9.986602385	9.94692074	9.41803223	9.404519113	9.444200759
Eno1	16.76981023	16.6884768	16.78512238	17.06929635	17.15062978	17.05398419
Ecm1	14.01423956	13.90747711	13.95016456	14.25947614	14.36623859	14.32355114
Usf1	11.48135879	11.46160703	11.42418822	11.00872767	11.02847943	11.06589825
Hbb-bt	9.496004193	9.667652409	9.470404631	8.923234809	8.751586593	8.948834371
A530064D06Rik	10.71797902	10.59663716	10.65205931	11.06453806	11.18587992	11.13045777
Kcnn4	11.98747028	11.95042325	11.9616644	12.3160515	12.35309852	12.34185738
Ccl8	10.72437254	10.79521973	10.74003635	10.30692531	10.23607812	10.2912615
Hk1	12.53210751	12.48632108	12.56178599	12.88445631	12.93024274	12.85477783
Ddit4	9.923955934	9.912415882	9.944667838	10.4274745	10.43901455	10.4067626
Furin	13.31420582	13.20977281	13.14545051	13.53859163	13.64302465	13.70734695
Bin1	11.05582963	10.95719461	11.06290731	11.43659642	11.53523144	11.42951874
Fnbp4	11.46803167	11.46677958	11.3209491	10.89988068	10.90113277	11.04696325
Parvg	10.55170625	10.54266914	10.50754276	10.96345704	10.97249415	11.00762052
Sod2	12.81332819	12.77287448	12.86966333	12.45138652	12.49184022	12.39505137
Srp54a	11.52732657	11.55460018	11.54644872	11.15463131	11.1273577	11.13550916
Zmynd15	11.05939186	11.01018528	11.05341693	10.57958688	10.62879347	10.58556181
Gpat3	10.54473561	10.52848003	10.65080284	11.07822916	11.09448474	10.97216193
Bcar3	9.31319743	9.190960732	9.336875869	9.82735315	9.949589848	9.803674711
Cd6	7.653325888	7.57558746	7.398509929	8.190522753	8.268261181	8.445338712
Ppp1r15a	12.93121954	12.8733355	12.81404024	12.43451078	12.49239482	12.55169008
Csf3r	13.04213439	12.89236415	13.03516934	12.52441898	12.67418922	12.53138403
Dstyk	10.65948445	10.5492916	10.54942418	10.01295658	10.12314944	10.12301686
Itpkb	11.30031068	11.3351442	11.18234501	10.77888308	10.74404955	10.89684874
Gm2451	10.13625936	10.06066709	10.01586673	10.50614127	10.58173354	10.6265339
Sesn2	10.52708843	10.4722163	10.50176519	10.91757246	10.97244459	10.9428957
Egr2	11.34581793	11.24934428	11.34705829	10.84265464	10.93912829	10.84141428
Klf4	11.21591295	11.17691915	11.14414459	10.7115296	10.7505234	10.78329795
Egr1	12.41799032	12.3273091	12.3620695	11.94297148	12.0336527	11.9988923
Acly	13.74559199	13.70814384	13.81176056	14.11027436	14.14772251	14.0441058
Pmaip1	10.5503682	10.46844342	10.59912096	10.02702745	10.10895223	9.978274687
Prelid2	8.827415147	8.93624934	8.990307971	9.620525823	9.51169163	9.457632999
Prmt2	9.716669994	9.597492508	9.664050474	10.12719057	10.24636805	10.17981009
Itln1	7.600174204	7.651938413	7.476930192	6.623879398	6.572115189	6.74712341
Slco4a1	7.367874165	7.219435943	7.473463204	8.126818079	8.275256301	8.02122904
Mxd1	14.44718194	14.36459658	14.41175084	14.04131857	14.12390394	14.07674968
Kcnab2	10.32392001	10.25339008	10.42163609	10.8386823	10.90921223	10.74096621
2810013P06Rik	9.465029831	9.403232848	9.422382532	8.817483259	8.879280242	8.860130558
Gm35279	7.559923274	7.736216269	7.597129285	6.97046484	6.794171844	6.933258828
Tvp23b	9.862694677	9.778859387	9.80029602	9.219398712	9.303234002	9.281797369
C1ra	11.40307118	11.33270183	11.47602386	10.96332573	11.03369507	10.89037304
Hmgb1-ps5	9.588297376	9.532654668	9.397529849	8.816025508	8.871668216	9.006793035
Fpr2	10.11509036	10.17531654	10.12276707	9.658592579	9.598366399	9.65091586
Mgarp	8.992208813	9.079888028	9.052164763	9.660166517	9.572487302	9.600210567
Kif21b	9.371648746	9.585759039	9.445544282	10.14057671	9.926466418	10.06668117
Bcl3	12.18979858	12.1365358	12.06596745	11.67876605	11.73202883	11.80259719
Tuba1c	13.35790937	13.41403271	13.36558863	13.72217266	13.66604932	13.7144934
Hba-a2	10.43100839	10.48780263	10.26649318	9.801769172	9.744974935	9.966284383
Dusp2	10.17554108	10.02622204	9.973227219	9.375749919	9.52506896	9.578063781
Slc15a2	7.010566416	7.094637396	7.032955846	7.812576267	7.728505287	7.790186837
Tlr13	13.15271046	13.11787968	13.16204716	13.45444741	13.48927819	13.44511071
Olfml3	10.04654832	9.89837435	10.08320639	10.49352818	10.64170215	10.45687011
Tgfb3	8.930087682	8.801308236	9.035196279	9.53238913	9.661168577	9.427280534
Me2	11.0943471	11.08169902	11.11214199	11.48520687	11.49785495	11.46741198
