"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_5"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"5"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_7"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"7"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_8"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"8"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_9"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"9"
"GSE103224-GSM2758474-PJ030-part-2_Tumor_13"	"GSE103224-GSM2758474-PJ030-part-2"	"Tumor"	"13"
"GSE103224-GSM2758475-PJ030-part1_Myeloid_6"	"GSE103224-GSM2758475-PJ030-part1"	"Myeloid"	"6"
"GSE103224-GSM2758475-PJ030-part1_Stroma_10"	"GSE103224-GSM2758475-PJ030-part1"	"Stroma"	"10"
"GSE103224-GSM2758475-PJ030-part1_Stroma_11"	"GSE103224-GSM2758475-PJ030-part1"	"Stroma"	"11"
"GSE103224-GSM2758475-PJ030-part1_Tumor_0"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"0"
"GSE103224-GSM2758475-PJ030-part1_Tumor_1"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"1"
"GSE103224-GSM2758475-PJ030-part1_Tumor_2"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"2"
"GSE103224-GSM2758475-PJ030-part1_Tumor_3"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"3"
"GSE103224-GSM2758475-PJ030-part1_Tumor_4"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"4"
"GSE103224-GSM2758475-PJ030-part1_Tumor_5"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"5"
"GSE103224-GSM2758475-PJ030-part1_Tumor_7"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"7"
"GSE103224-GSM2758475-PJ030-part1_Tumor_8"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"8"
"GSE103224-GSM2758475-PJ030-part1_Tumor_9"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"9"
"GSE103224-GSM2758475-PJ030-part1_Tumor_10"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"10"
"GSE103224-GSM2758475-PJ030-part1_Tumor_12"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"12"
"GSE103224-GSM2758475-PJ030-part1_Tumor_13"	"GSE103224-GSM2758475-PJ030-part1"	"Tumor"	"13"
"GSE103224-GSM2758476-PJ032_Myeloid_0"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"0"
"GSE103224-GSM2758476-PJ032_Myeloid_1"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"1"
"GSE103224-GSM2758476-PJ032_Myeloid_2"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"2"
"GSE103224-GSM2758476-PJ032_Myeloid_3"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"3"
"GSE103224-GSM2758476-PJ032_Myeloid_4"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"4"
"GSE103224-GSM2758476-PJ032_Myeloid_5"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"5"
"GSE103224-GSM2758476-PJ032_Myeloid_6"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"6"
"GSE103224-GSM2758476-PJ032_Myeloid_7"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"7"
"GSE103224-GSM2758476-PJ032_Myeloid_11"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"11"
"GSE103224-GSM2758476-PJ032_Myeloid_13"	"GSE103224-GSM2758476-PJ032"	"Myeloid"	"13"
"GSE103224-GSM2758476-PJ032_Tumor_1"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"1"
"GSE103224-GSM2758476-PJ032_Tumor_4"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"4"
"GSE103224-GSM2758476-PJ032_Tumor_5"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"5"
"GSE103224-GSM2758476-PJ032_Tumor_6"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"6"
"GSE103224-GSM2758476-PJ032_Tumor_8"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"8"
"GSE103224-GSM2758476-PJ032_Tumor_10"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"10"
"GSE103224-GSM2758476-PJ032_Tumor_12"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"12"
"GSE103224-GSM2758476-PJ032_Tumor_14"	"GSE103224-GSM2758476-PJ032"	"Tumor"	"14"
"GSE103224-GSM2758477-PJ035_Myeloid_1"	"GSE103224-GSM2758477-PJ035"	"Myeloid"	"1"
"GSE103224-GSM2758477-PJ035_Myeloid_4"	"GSE103224-GSM2758477-PJ035"	"Myeloid"	"4"
"GSE103224-GSM2758477-PJ035_Myeloid_6"	"GSE103224-GSM2758477-PJ035"	"Myeloid"	"6"
"GSE103224-GSM2758477-PJ035_Myeloid_10"	"GSE103224-GSM2758477-PJ035"	"Myeloid"	"10"
"GSE103224-GSM2758477-PJ035_Stroma_10"	"GSE103224-GSM2758477-PJ035"	"Stroma"	"10"
"GSE103224-GSM2758477-PJ035_Stroma_11"	"GSE103224-GSM2758477-PJ035"	"Stroma"	"11"
"GSE103224-GSM2758477-PJ035_Tumor_0"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"0"
"GSE103224-GSM2758477-PJ035_Tumor_1"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"1"
"GSE103224-GSM2758477-PJ035_Tumor_2"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"2"
"GSE103224-GSM2758477-PJ035_Tumor_3"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"3"
"GSE103224-GSM2758477-PJ035_Tumor_4"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"4"
"GSE103224-GSM2758477-PJ035_Tumor_5"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"5"
"GSE103224-GSM2758477-PJ035_Tumor_7"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"7"
"GSE103224-GSM2758477-PJ035_Tumor_8"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"8"
"GSE103224-GSM2758477-PJ035_Tumor_9"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"9"
"GSE103224-GSM2758477-PJ035_Tumor_11"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"11"
"GSE103224-GSM2758477-PJ035_Tumor_13"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"13"
"GSE103224-GSM2758477-PJ035_Tumor_14"	"GSE103224-GSM2758477-PJ035"	"Tumor"	"14"
"GSE103224-GSM2940098-PJ048_Stroma_0"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"0"
"GSE103224-GSM2940098-PJ048_Stroma_1"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"1"
"GSE103224-GSM2940098-PJ048_Stroma_4"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"4"
"GSE103224-GSM2940098-PJ048_Stroma_7"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"7"
"GSE103224-GSM2940098-PJ048_Stroma_8"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"8"
"GSE103224-GSM2940098-PJ048_Stroma_9"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"9"
"GSE103224-GSM2940098-PJ048_Stroma_10"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"10"
"GSE103224-GSM2940098-PJ048_Stroma_11"	"GSE103224-GSM2940098-PJ048"	"Stroma"	"11"
"GSE103224-GSM2940098-PJ048_Tumor_0"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"0"
"GSE103224-GSM2940098-PJ048_Tumor_1"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"1"
"GSE103224-GSM2940098-PJ048_Tumor_2"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"2"
"GSE103224-GSM2940098-PJ048_Tumor_3"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"3"
"GSE103224-GSM2940098-PJ048_Tumor_4"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"4"
"GSE103224-GSM2940098-PJ048_Tumor_5"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"5"
"GSE103224-GSM2940098-PJ048_Tumor_6"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"6"
"GSE103224-GSM2940098-PJ048_Tumor_7"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"7"
"GSE103224-GSM2940098-PJ048_Tumor_8"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"8"
"GSE103224-GSM2940098-PJ048_Tumor_9"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"9"
"GSE103224-GSM2940098-PJ048_Tumor_13"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"13"
"GSE103224-GSM2940098-PJ048_Tumor_15"	"GSE103224-GSM2940098-PJ048"	"Tumor"	"15"
