SampleID	PatientID	CellType	SeuratCluster
GSE162631-R2-N_Macrophage_4	GSE162631-R2-N	Macrophage	4
GSE162631-R2-N_Macrophage_8	GSE162631-R2-N	Macrophage	8
GSE162631-R2-N_Macrophage_9	GSE162631-R2-N	Macrophage	9
GSE162631-R2-N_Microglia_0	GSE162631-R2-N	Microglia	0
GSE162631-R2-N_Microglia_1	GSE162631-R2-N	Microglia	1
GSE162631-R2-N_Microglia_2	GSE162631-R2-N	Microglia	2
GSE162631-R2-N_Microglia_3	GSE162631-R2-N	Microglia	3
GSE162631-R2-N_Microglia_4	GSE162631-R2-N	Microglia	4
GSE162631-R2-N_Microglia_5	GSE162631-R2-N	Microglia	5
GSE162631-R2-N_Microglia_6	GSE162631-R2-N	Microglia	6
GSE162631-R2-N_Microglia_7	GSE162631-R2-N	Microglia	7
GSE162631-R2-N_Microglia_8	GSE162631-R2-N	Microglia	8
GSE162631-R2-N_Microglia_9	GSE162631-R2-N	Microglia	9
GSE162631-R2-N_Microglia_10	GSE162631-R2-N	Microglia	10
GSE162631-R2-N_Microglia_11	GSE162631-R2-N	Microglia	11
GSE162631-R2-N_Microglia patient4_0	GSE162631-R2-N	Microglia patient4	0
GSE162631-R2-N_Microglia patient4_1	GSE162631-R2-N	Microglia patient4	1
GSE162631-R2-N_Microglia patient4_2	GSE162631-R2-N	Microglia patient4	2
GSE162631-R2-N_Microglia patient4_3	GSE162631-R2-N	Microglia patient4	3
GSE162631-R2-N_Microglia patient4_4	GSE162631-R2-N	Microglia patient4	4
GSE162631-R2-N_Microglia patient4_5	GSE162631-R2-N	Microglia patient4	5
GSE162631-R2-N_Microglia patient4_6	GSE162631-R2-N	Microglia patient4	6
GSE162631-R2-N_Microglia patient4_8	GSE162631-R2-N	Microglia patient4	8
GSE162631-R2-N_Microglia patient4_9	GSE162631-R2-N	Microglia patient4	9
GSE162631-R2-N_Microglia patient4_11	GSE162631-R2-N	Microglia patient4	11
GSE162631-R2-N_Mural_12	GSE162631-R2-N	Mural	12
GSE162631-R2-N_Neutrophils_9	GSE162631-R2-N	Neutrophils	9
GSE162631-R2-N_Neutrophils_15	GSE162631-R2-N	Neutrophils	15
GSE162631-R2-N_Proliferating Macrophage_6	GSE162631-R2-N	Proliferating Macrophage	6
GSE162631-R2-N_Proliferating Macrophage_16	GSE162631-R2-N	Proliferating Macrophage	16
GSE162631-R2-N_Tcell_14	GSE162631-R2-N	Tcell	14
GSE162631-R2-N_unkown-1_0	GSE162631-R2-N	unkown-1	0
GSE162631-R2-N_unkown-1_1	GSE162631-R2-N	unkown-1	1
GSE162631-R2-N_unkown-1_2	GSE162631-R2-N	unkown-1	2
GSE162631-R2-N_unkown-1_3	GSE162631-R2-N	unkown-1	3
GSE162631-R2-N_unkown-1_4	GSE162631-R2-N	unkown-1	4
GSE162631-R2-N_unkown-1_5	GSE162631-R2-N	unkown-1	5
GSE162631-R2-N_unkown-1_6	GSE162631-R2-N	unkown-1	6
GSE162631-R2-N_unkown-1_8	GSE162631-R2-N	unkown-1	8
GSE162631-R2-N_unkown-1_9	GSE162631-R2-N	unkown-1	9
GSE162631-R2-N_unkown-1_10	GSE162631-R2-N	unkown-1	10
GSE162631-R2-N_unkown-1_11	GSE162631-R2-N	unkown-1	11
GSE162631-R2-N_unkown-2_0	GSE162631-R2-N	unkown-2	0
GSE162631-R2-N_unkown-2_1	GSE162631-R2-N	unkown-2	1
GSE162631-R2-N_unkown-2_2	GSE162631-R2-N	unkown-2	2
GSE162631-R2-N_unkown-2_3	GSE162631-R2-N	unkown-2	3
GSE162631-R2-N_unkown-2_4	GSE162631-R2-N	unkown-2	4
GSE162631-R2-N_unkown-2_5	GSE162631-R2-N	unkown-2	5
GSE162631-R2-N_unkown-2_6	GSE162631-R2-N	unkown-2	6
GSE162631-R2-N_unkown-2_8	GSE162631-R2-N	unkown-2	8
GSE162631-R2-N_unkown-2_9	GSE162631-R2-N	unkown-2	9
GSE162631-R2-N_unkown-2_10	GSE162631-R2-N	unkown-2	10
GSE162631-R2-N_unkown-2_17	GSE162631-R2-N	unkown-2	17
GSE162631-R3-N_Endothelial_1	GSE162631-R3-N	Endothelial	1
GSE162631-R3-N_Endothelial_7	GSE162631-R3-N	Endothelial	7
GSE162631-R3-N_Endothelial_10	GSE162631-R3-N	Endothelial	10
GSE162631-R3-N_Macrophage_1	GSE162631-R3-N	Macrophage	1
GSE162631-R3-N_Macrophage_2	GSE162631-R3-N	Macrophage	2
GSE162631-R3-N_Macrophage_4	GSE162631-R3-N	Macrophage	4
GSE162631-R3-N_Macrophage_9	GSE162631-R3-N	Macrophage	9
GSE162631-R3-N_Macrophage_15	GSE162631-R3-N	Macrophage	15
GSE162631-R3-N_Microglia_0	GSE162631-R3-N	Microglia	0
GSE162631-R3-N_Microglia_1	GSE162631-R3-N	Microglia	1
GSE162631-R3-N_Microglia_2	GSE162631-R3-N	Microglia	2
GSE162631-R3-N_Microglia_3	GSE162631-R3-N	Microglia	3
GSE162631-R3-N_Microglia_4	GSE162631-R3-N	Microglia	4
GSE162631-R3-N_Microglia_5	GSE162631-R3-N	Microglia	5
GSE162631-R3-N_Microglia_6	GSE162631-R3-N	Microglia	6
GSE162631-R3-N_Microglia_8	GSE162631-R3-N	Microglia	8
GSE162631-R3-N_Microglia_9	GSE162631-R3-N	Microglia	9
GSE162631-R3-N_Microglia_11	GSE162631-R3-N	Microglia	11
GSE162631-R3-N_Microglia_12	GSE162631-R3-N	Microglia	12
GSE162631-R3-N_Microglia patient4_0	GSE162631-R3-N	Microglia patient4	0
GSE162631-R3-N_Microglia patient4_1	GSE162631-R3-N	Microglia patient4	1
GSE162631-R3-N_Microglia patient4_2	GSE162631-R3-N	Microglia patient4	2
GSE162631-R3-N_Microglia patient4_3	GSE162631-R3-N	Microglia patient4	3
GSE162631-R3-N_Microglia patient4_4	GSE162631-R3-N	Microglia patient4	4
GSE162631-R3-N_Microglia patient4_5	GSE162631-R3-N	Microglia patient4	5
GSE162631-R3-N_Microglia patient4_6	GSE162631-R3-N	Microglia patient4	6
GSE162631-R3-N_Microglia patient4_8	GSE162631-R3-N	Microglia patient4	8
GSE162631-R3-N_Mural_12	GSE162631-R3-N	Mural	12
GSE162631-R3-N_Neutrophils_1	GSE162631-R3-N	Neutrophils	1
GSE162631-R3-N_Neutrophils_2	GSE162631-R3-N	Neutrophils	2
GSE162631-R3-N_Neutrophils_9	GSE162631-R3-N	Neutrophils	9
GSE162631-R3-N_Neutrophils_15	GSE162631-R3-N	Neutrophils	15
GSE162631-R3-N_Proliferating Macrophage_2	GSE162631-R3-N	Proliferating Macrophage	2
GSE162631-R3-N_Proliferating Macrophage_16	GSE162631-R3-N	Proliferating Macrophage	16
GSE162631-R3-N_Tcell_6	GSE162631-R3-N	Tcell	6
GSE162631-R3-N_Tcell_14	GSE162631-R3-N	Tcell	14
GSE162631-R3-N_unkown-1_0	GSE162631-R3-N	unkown-1	0
GSE162631-R3-N_unkown-1_1	GSE162631-R3-N	unkown-1	1
GSE162631-R3-N_unkown-1_2	GSE162631-R3-N	unkown-1	2
GSE162631-R3-N_unkown-1_3	GSE162631-R3-N	unkown-1	3
GSE162631-R3-N_unkown-1_5	GSE162631-R3-N	unkown-1	5
GSE162631-R3-N_unkown-1_6	GSE162631-R3-N	unkown-1	6
GSE162631-R3-N_unkown-1_7	GSE162631-R3-N	unkown-1	7
GSE162631-R3-N_unkown-1_8	GSE162631-R3-N	unkown-1	8
GSE162631-R3-N_unkown-1_9	GSE162631-R3-N	unkown-1	9
GSE162631-R3-N_unkown-1_10	GSE162631-R3-N	unkown-1	10
GSE162631-R3-N_unkown-1_11	GSE162631-R3-N	unkown-1	11
GSE162631-R3-N_unkown-1_12	GSE162631-R3-N	unkown-1	12
GSE162631-R3-N_unkown-2_0	GSE162631-R3-N	unkown-2	0
GSE162631-R3-N_unkown-2_1	GSE162631-R3-N	unkown-2	1
GSE162631-R3-N_unkown-2_2	GSE162631-R3-N	unkown-2	2
GSE162631-R3-N_unkown-2_3	GSE162631-R3-N	unkown-2	3
GSE162631-R3-N_unkown-2_4	GSE162631-R3-N	unkown-2	4
GSE162631-R3-N_unkown-2_5	GSE162631-R3-N	unkown-2	5
GSE162631-R3-N_unkown-2_6	GSE162631-R3-N	unkown-2	6
GSE162631-R3-N_unkown-2_8	GSE162631-R3-N	unkown-2	8
GSE162631-R3-N_unkown-2_9	GSE162631-R3-N	unkown-2	9
GSE162631-R3-N_unkown-2_11	GSE162631-R3-N	unkown-2	11
GSE162631-R4-N_Endothelial_0	GSE162631-R4-N	Endothelial	0
GSE162631-R4-N_Endothelial_1	GSE162631-R4-N	Endothelial	1
GSE162631-R4-N_Endothelial_2	GSE162631-R4-N	Endothelial	2
GSE162631-R4-N_Endothelial_3	GSE162631-R4-N	Endothelial	3
GSE162631-R4-N_Endothelial_5	GSE162631-R4-N	Endothelial	5
GSE162631-R4-N_Endothelial_7	GSE162631-R4-N	Endothelial	7
GSE162631-R4-N_Endothelial_8	GSE162631-R4-N	Endothelial	8
GSE162631-R4-N_Endothelial_9	GSE162631-R4-N	Endothelial	9
GSE162631-R4-N_Endothelial_10	GSE162631-R4-N	Endothelial	10
GSE162631-R4-N_Endothelial_11	GSE162631-R4-N	Endothelial	11
GSE162631-R4-N_Endothelial_12	GSE162631-R4-N	Endothelial	12
GSE162631-R4-N_Endothelial_13	GSE162631-R4-N	Endothelial	13
GSE162631-R4-N_Glia and neuronal_1	GSE162631-R4-N	Glia and neuronal	1
GSE162631-R4-N_Glia and neuronal_5	GSE162631-R4-N	Glia and neuronal	5
GSE162631-R4-N_Glia and neuronal_7	GSE162631-R4-N	Glia and neuronal	7
GSE162631-R4-N_Glia and neuronal_8	GSE162631-R4-N	Glia and neuronal	8
GSE162631-R4-N_Glia and neuronal_9	GSE162631-R4-N	Glia and neuronal	9
GSE162631-R4-N_Glia and neuronal_13	GSE162631-R4-N	Glia and neuronal	13
GSE162631-R4-N_Macrophage_1	GSE162631-R4-N	Macrophage	1
GSE162631-R4-N_Macrophage_2	GSE162631-R4-N	Macrophage	2
GSE162631-R4-N_Macrophage_4	GSE162631-R4-N	Macrophage	4
GSE162631-R4-N_Macrophage_5	GSE162631-R4-N	Macrophage	5
GSE162631-R4-N_Macrophage_7	GSE162631-R4-N	Macrophage	7
GSE162631-R4-N_Macrophage_8	GSE162631-R4-N	Macrophage	8
GSE162631-R4-N_Macrophage_9	GSE162631-R4-N	Macrophage	9
GSE162631-R4-N_Macrophage_10	GSE162631-R4-N	Macrophage	10
GSE162631-R4-N_Macrophage_11	GSE162631-R4-N	Macrophage	11
GSE162631-R4-N_Macrophage_14	GSE162631-R4-N	Macrophage	14
GSE162631-R4-N_Macrophage_16	GSE162631-R4-N	Macrophage	16
GSE162631-R4-N_Microglia_0	GSE162631-R4-N	Microglia	0
GSE162631-R4-N_Microglia_1	GSE162631-R4-N	Microglia	1
GSE162631-R4-N_Microglia_2	GSE162631-R4-N	Microglia	2
GSE162631-R4-N_Microglia_3	GSE162631-R4-N	Microglia	3
GSE162631-R4-N_Microglia_4	GSE162631-R4-N	Microglia	4
GSE162631-R4-N_Microglia_5	GSE162631-R4-N	Microglia	5
GSE162631-R4-N_Microglia_6	GSE162631-R4-N	Microglia	6
GSE162631-R4-N_Microglia_7	GSE162631-R4-N	Microglia	7
GSE162631-R4-N_Microglia_9	GSE162631-R4-N	Microglia	9
GSE162631-R4-N_Microglia_10	GSE162631-R4-N	Microglia	10
GSE162631-R4-N_Microglia_11	GSE162631-R4-N	Microglia	11
GSE162631-R4-N_Microglia_12	GSE162631-R4-N	Microglia	12
GSE162631-R4-N_Microglia_13	GSE162631-R4-N	Microglia	13
GSE162631-R4-N_Microglia_14	GSE162631-R4-N	Microglia	14
GSE162631-R4-N_Microglia_16	GSE162631-R4-N	Microglia	16
GSE162631-R4-N_Microglia patient4_0	GSE162631-R4-N	Microglia patient4	0
GSE162631-R4-N_Microglia patient4_1	GSE162631-R4-N	Microglia patient4	1
GSE162631-R4-N_Microglia patient4_2	GSE162631-R4-N	Microglia patient4	2
GSE162631-R4-N_Microglia patient4_3	GSE162631-R4-N	Microglia patient4	3
GSE162631-R4-N_Microglia patient4_4	GSE162631-R4-N	Microglia patient4	4
GSE162631-R4-N_Microglia patient4_5	GSE162631-R4-N	Microglia patient4	5
GSE162631-R4-N_Microglia patient4_6	GSE162631-R4-N	Microglia patient4	6
GSE162631-R4-N_Microglia patient4_7	GSE162631-R4-N	Microglia patient4	7
GSE162631-R4-N_Microglia patient4_8	GSE162631-R4-N	Microglia patient4	8
GSE162631-R4-N_Microglia patient4_9	GSE162631-R4-N	Microglia patient4	9
GSE162631-R4-N_Microglia patient4_10	GSE162631-R4-N	Microglia patient4	10
GSE162631-R4-N_Microglia patient4_11	GSE162631-R4-N	Microglia patient4	11
GSE162631-R4-N_Microglia patient4_13	GSE162631-R4-N	Microglia patient4	13
GSE162631-R4-N_Mural_1	GSE162631-R4-N	Mural	1
GSE162631-R4-N_Mural_2	GSE162631-R4-N	Mural	2
GSE162631-R4-N_Mural_5	GSE162631-R4-N	Mural	5
GSE162631-R4-N_Mural_7	GSE162631-R4-N	Mural	7
GSE162631-R4-N_Mural_11	GSE162631-R4-N	Mural	11
GSE162631-R4-N_Mural_12	GSE162631-R4-N	Mural	12
GSE162631-R4-N_Mural_13	GSE162631-R4-N	Mural	13
GSE162631-R4-N_Neutrophils_1	GSE162631-R4-N	Neutrophils	1
GSE162631-R4-N_Neutrophils_2	GSE162631-R4-N	Neutrophils	2
GSE162631-R4-N_Neutrophils_3	GSE162631-R4-N	Neutrophils	3
GSE162631-R4-N_Neutrophils_5	GSE162631-R4-N	Neutrophils	5
GSE162631-R4-N_Neutrophils_6	GSE162631-R4-N	Neutrophils	6
GSE162631-R4-N_Neutrophils_9	GSE162631-R4-N	Neutrophils	9
GSE162631-R4-N_Neutrophils_10	GSE162631-R4-N	Neutrophils	10
GSE162631-R4-N_Neutrophils_11	GSE162631-R4-N	Neutrophils	11
GSE162631-R4-N_Neutrophils_13	GSE162631-R4-N	Neutrophils	13
GSE162631-R4-N_Neutrophils_14	GSE162631-R4-N	Neutrophils	14
GSE162631-R4-N_Neutrophils_15	GSE162631-R4-N	Neutrophils	15
GSE162631-R4-N_Proliferating Macrophage_0	GSE162631-R4-N	Proliferating Macrophage	0
GSE162631-R4-N_Proliferating Macrophage_1	GSE162631-R4-N	Proliferating Macrophage	1
GSE162631-R4-N_Proliferating Macrophage_2	GSE162631-R4-N	Proliferating Macrophage	2
GSE162631-R4-N_Proliferating Macrophage_5	GSE162631-R4-N	Proliferating Macrophage	5
GSE162631-R4-N_Proliferating Macrophage_6	GSE162631-R4-N	Proliferating Macrophage	6
GSE162631-R4-N_Proliferating Macrophage_13	GSE162631-R4-N	Proliferating Macrophage	13
GSE162631-R4-N_Proliferating Macrophage_16	GSE162631-R4-N	Proliferating Macrophage	16
GSE162631-R4-N_Tcell_1	GSE162631-R4-N	Tcell	1
GSE162631-R4-N_Tcell_2	GSE162631-R4-N	Tcell	2
GSE162631-R4-N_Tcell_5	GSE162631-R4-N	Tcell	5
GSE162631-R4-N_Tcell_6	GSE162631-R4-N	Tcell	6
GSE162631-R4-N_Tcell_9	GSE162631-R4-N	Tcell	9
GSE162631-R4-N_Tcell_10	GSE162631-R4-N	Tcell	10
GSE162631-R4-N_Tcell_14	GSE162631-R4-N	Tcell	14
GSE162631-R4-N_unkown-1_0	GSE162631-R4-N	unkown-1	0
GSE162631-R4-N_unkown-1_1	GSE162631-R4-N	unkown-1	1
GSE162631-R4-N_unkown-1_2	GSE162631-R4-N	unkown-1	2
GSE162631-R4-N_unkown-1_3	GSE162631-R4-N	unkown-1	3
GSE162631-R4-N_unkown-1_5	GSE162631-R4-N	unkown-1	5
GSE162631-R4-N_unkown-1_6	GSE162631-R4-N	unkown-1	6
GSE162631-R4-N_unkown-1_7	GSE162631-R4-N	unkown-1	7
GSE162631-R4-N_unkown-1_8	GSE162631-R4-N	unkown-1	8
GSE162631-R4-N_unkown-1_9	GSE162631-R4-N	unkown-1	9
GSE162631-R4-N_unkown-1_10	GSE162631-R4-N	unkown-1	10
GSE162631-R4-N_unkown-1_11	GSE162631-R4-N	unkown-1	11
GSE162631-R4-N_unkown-1_13	GSE162631-R4-N	unkown-1	13
GSE162631-R4-N_unkown-1_14	GSE162631-R4-N	unkown-1	14
GSE162631-R4-N_unkown-2_0	GSE162631-R4-N	unkown-2	0
GSE162631-R4-N_unkown-2_1	GSE162631-R4-N	unkown-2	1
GSE162631-R4-N_unkown-2_2	GSE162631-R4-N	unkown-2	2
GSE162631-R4-N_unkown-2_3	GSE162631-R4-N	unkown-2	3
GSE162631-R4-N_unkown-2_4	GSE162631-R4-N	unkown-2	4
GSE162631-R4-N_unkown-2_5	GSE162631-R4-N	unkown-2	5
GSE162631-R4-N_unkown-2_7	GSE162631-R4-N	unkown-2	7
GSE162631-R4-N_unkown-2_8	GSE162631-R4-N	unkown-2	8
GSE162631-R4-N_unkown-2_9	GSE162631-R4-N	unkown-2	9
GSE162631-R4-N_unkown-2_10	GSE162631-R4-N	unkown-2	10
GSE162631-R4-N_unkown-2_11	GSE162631-R4-N	unkown-2	11
GSE162631-R4-N_unkown-2_12	GSE162631-R4-N	unkown-2	12
GSE162631-R4-N_unkown-2_13	GSE162631-R4-N	unkown-2	13
GSE162631-R4-N_unkown-2_17	GSE162631-R4-N	unkown-2	17
