"geo_accession"	"genetic background"	"Sex"	"age"	"issue"	"exclusion markers"	"phenotype markers"	"separation method"	"NA"	"title"	"status"	"submission_date"	"last_update_date"	"type"	"channel_count"	"source_name_ch1"	"organism_ch1"	"characteristics_ch1"	"characteristics_ch1.1"	"characteristics_ch1.2"	"characteristics_ch1.3"	"characteristics_ch1.4"	"characteristics_ch1.5"	"characteristics_ch1.6"	"molecule_ch1"	"extract_protocol_ch1"	"label_ch1"	"label_protocol_ch1"	"taxid_ch1"	"hyb_protocol"	"scan_protocol"	"data_processing"	"platform_id"	"contact_name"	"contact_email"	"contact_phone"	"contact_laboratory"	"contact_department"	"contact_institute"	"contact_address"	"contact_city"	"contact_state"	"contact_zip/postal_code"	"contact_country"	"supplementary_file"	"data_row_count"	"age:ch1"	"exclusion markers:ch1"	"genetic background:ch1"	"issue:ch1"	"phenotype markers:ch1"	"separation method:ch1"	"Sex:ch1"
"GSM3090356"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	"TCRB-"	"NK1.1+"	"FACSAria"	NA	"NK.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"NK.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"exclusion markers: TCRB-"	"phenotype markers: NK1.1+"	"separation method: FACSAria"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090356/suppl/GSM3090356_EA07068_374477_MOGENE-1_0-ST-V1_NK.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	"TCRB-"	"B6"	"Spleen"	"NK1.1+"	"FACSAria"	"Male"
"GSM3090357"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	"TCRB-"	"NK1.1+"	"FACSAria"	NA	"NK.IFNg.2hr.Sp#3"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"NK.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"exclusion markers: TCRB-"	"phenotype markers: NK1.1+"	"separation method: FACSAria"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090357/suppl/GSM3090357_EA07068_374478_MOGENE-1_0-ST-V1_NK.IFNG.2HR.SP_3.CEL.gz"	"24922"	"6 Weeks Old"	"TCRB-"	"B6"	"Spleen"	"NK1.1+"	"FACSAria"	"Male"
"GSM3090358"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"NK1.1+ TCRB+"	"FACSAria"	""	"NKT.IFNg.2hr.Sp#1"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"NKT.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: NK1.1+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090358/suppl/GSM3090358_EA07068_374473_MOGENE-1_0-ST-V1_NKT.IFNG.2HR.SP_1.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"NK1.1+ TCRB+"	"FACSAria"	"Male"
"GSM3090359"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"NK1.1+ TCRB+"	"FACSAria"	""	"NKT.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"NKT.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: NK1.1+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090359/suppl/GSM3090359_EA07068_374474_MOGENE-1_0-ST-V1_NKT.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"NK1.1+ TCRB+"	"FACSAria"	"Male"
"GSM3090360"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD4+ TCRB+"	"FACSAria"	""	"T4.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"T4.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD4+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090360/suppl/GSM3090360_EA07068_374457_MOGENE-1_0-ST-V1_T4.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD4+ TCRB+"	"FACSAria"	"Male"
"GSM3090361"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD4+ TCRB+"	"FACSAria"	""	"T4.IFNg.2hr.Sp#3"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"T4.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD4+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090361/suppl/GSM3090361_EA07068_374458_MOGENE-1_0-ST-V1_T4.IFNG.2HR.SP_3.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD4+ TCRB+"	"FACSAria"	"Male"
"GSM3090362"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD8+ TCRB+"	"FACSAria"	""	"T8.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"T8.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD8+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090362/suppl/GSM3090362_EA07068_374460_MOGENE-1_0-ST-V1_T8.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD8+ TCRB+"	"FACSAria"	"Male"
"GSM3090363"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD8+ TCRB+"	"FACSAria"	""	"T8.IFNg.2hr.Sp#3"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"T8.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD8+ TCRB+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090363/suppl/GSM3090363_EA07068_374461_MOGENE-1_0-ST-V1_T8.IFNG.2HR.SP_3.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD8+ TCRB+"	"FACSAria"	"Male"
"GSM3090364"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	"TCRB-"	"TCRgd+"	"FACSAria"	NA	"Tgd.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"Tgd.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"exclusion markers: TCRB-"	"phenotype markers: TCRgd+"	"separation method: FACSAria"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090364/suppl/GSM3090364_EA07068_374471_MOGENE-1_0-ST-V1_TGD.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	"TCRB-"	"B6"	"Spleen"	"TCRgd+"	"FACSAria"	"Male"
"GSM3090365"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	"TCRB-"	"TCRgd+"	"FACSAria"	NA	"Tgd.IFNg.2hr.Sp#3"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"Tgd.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"exclusion markers: TCRB-"	"phenotype markers: TCRgd+"	"separation method: FACSAria"	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090365/suppl/GSM3090365_EA07068_374472_MOGENE-1_0-ST-V1_TGD.IFNG.2HR.SP_3.CEL.gz"	"24922"	"6 Weeks Old"	"TCRB-"	"B6"	"Spleen"	"TCRgd+"	"FACSAria"	"Male"
"GSM3090366"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD4+ TCRB+ CD25+"	"FACSAria"	""	"Treg.IFNg.2hr.Sp#2"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"Treg.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD4+ TCRB+ CD25+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090366/suppl/GSM3090366_EA07068_374468_MOGENE-1_0-ST-V1_TREG.IFNG.2HR.SP_2.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD4+ TCRB+ CD25+"	"FACSAria"	"Male"
"GSM3090367"	"B6"	"Male"	"6 Weeks Old"	"Spleen"	NA	"CD4+ TCRB+ CD25+"	"FACSAria"	""	"Treg.IFNg.2hr.Sp#3"	"Public on Apr 10 2018"	"Apr 09 2018"	"Apr 10 2018"	"RNA"	"1"	"Treg.IFNg.2hr.Sp"	"Mus musculus"	"genetic background: B6"	"Sex: Male"	"age: 6 Weeks Old"	"issue: Spleen"	"phenotype markers: CD4+ TCRB+ CD25+"	"separation method: FACSAria"	""	"total RNA"	"TriZol"	"Biotin"	"Affymetrix GeneChip WT Terminal Labeling and Controls Kit"	"10090"	"Ambion WT Expression Kit"	"Affymetrix GeneChip Scanner"	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	"GPL6246"	"CBDM,,Lab"	"cbdm@hms.harvard.edu"	"617-432-7747"	"CBDM"	"Microbiology and Immunobiology"	"Harvard Medical School"	"77 Avenue Louis Pasteur"	"Boston"	"MA"	"02215"	"USA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3090nnn/GSM3090367/suppl/GSM3090367_EA07068_374469_MOGENE-1_0-ST-V1_TREG.IFNG.2HR.SP_3.CEL.gz"	"24922"	"6 Weeks Old"	NA	"B6"	"Spleen"	"CD4+ TCRB+ CD25+"	"FACSAria"	"Male"
