"SampleID"	"PatientID"	"CellType"	"SeuratCluster"
"GSE138794-GSM4119523-SF11979sn_Tumor_3"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"3"
"GSE138794-GSM4119523-SF11979sn_Tumor_4"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"4"
"GSE138794-GSM4119523-SF11979sn_Tumor_5"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"5"
"GSE138794-GSM4119523-SF11979sn_Tumor_6"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"6"
"GSE138794-GSM4119523-SF11979sn_Tumor_7"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"7"
"GSE138794-GSM4119523-SF11979sn_Tumor_8"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"8"
"GSE138794-GSM4119523-SF11979sn_Tumor_9"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"9"
"GSE138794-GSM4119523-SF11979sn_Tumor_10"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"10"
"GSE138794-GSM4119523-SF11979sn_Tumor_11"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"11"
"GSE138794-GSM4119523-SF11979sn_Tumor_12"	"GSE138794-GSM4119523-SF11979sn"	"Tumor"	"12"
"GSE138794-GSM4119525-SF12264_Myeloid_0"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"0"
"GSE138794-GSM4119525-SF12264_Myeloid_4"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"4"
"GSE138794-GSM4119525-SF12264_Myeloid_7"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"7"
"GSE138794-GSM4119525-SF12264_Myeloid_8"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"8"
"GSE138794-GSM4119525-SF12264_Myeloid_9"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"9"
"GSE138794-GSM4119525-SF12264_Myeloid_13"	"GSE138794-GSM4119525-SF12264"	"Myeloid"	"13"
"GSE138794-GSM4119525-SF12264_T cells_13"	"GSE138794-GSM4119525-SF12264"	"T cells"	"13"
"GSE138794-GSM4119525-SF12264_Tumor_0"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"0"
"GSE138794-GSM4119525-SF12264_Tumor_1"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"1"
"GSE138794-GSM4119525-SF12264_Tumor_2"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"2"
"GSE138794-GSM4119525-SF12264_Tumor_3"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"3"
"GSE138794-GSM4119525-SF12264_Tumor_4"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"4"
"GSE138794-GSM4119525-SF12264_Tumor_5"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"5"
"GSE138794-GSM4119525-SF12264_Tumor_6"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"6"
"GSE138794-GSM4119525-SF12264_Tumor_7"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"7"
"GSE138794-GSM4119525-SF12264_Tumor_8"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"8"
"GSE138794-GSM4119525-SF12264_Tumor_9"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"9"
"GSE138794-GSM4119525-SF12264_Tumor_10"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"10"
"GSE138794-GSM4119525-SF12264_Tumor_12"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"12"
"GSE138794-GSM4119525-SF12264_Tumor_13"	"GSE138794-GSM4119525-SF12264"	"Tumor"	"13"
"GSE138794-GSM4119526-SF4400_Tumor_1"	"GSE138794-GSM4119526-SF4400"	"Tumor"	"1"
"GSE138794-GSM4119526-SF4400_Tumor_2"	"GSE138794-GSM4119526-SF4400"	"Tumor"	"2"
"GSE138794-GSM4119526-SF4400_Tumor_6"	"GSE138794-GSM4119526-SF4400"	"Tumor"	"6"
"GSE138794-GSM4119527-SF4297_Myeloid_0"	"GSE138794-GSM4119527-SF4297"	"Myeloid"	"0"
"GSE138794-GSM4119527-SF4297_Myeloid_3"	"GSE138794-GSM4119527-SF4297"	"Myeloid"	"3"
"GSE138794-GSM4119527-SF4297_Myeloid_4"	"GSE138794-GSM4119527-SF4297"	"Myeloid"	"4"
"GSE138794-GSM4119527-SF4297_Myeloid_9"	"GSE138794-GSM4119527-SF4297"	"Myeloid"	"9"
"GSE138794-GSM4119527-SF4297_Tumor_0"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"0"
"GSE138794-GSM4119527-SF4297_Tumor_1"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"1"
"GSE138794-GSM4119527-SF4297_Tumor_2"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"2"
"GSE138794-GSM4119527-SF4297_Tumor_3"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"3"
"GSE138794-GSM4119527-SF4297_Tumor_4"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"4"
"GSE138794-GSM4119527-SF4297_Tumor_5"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"5"
"GSE138794-GSM4119527-SF4297_Tumor_6"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"6"
"GSE138794-GSM4119527-SF4297_Tumor_7"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"7"
"GSE138794-GSM4119527-SF4297_Tumor_9"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"9"
"GSE138794-GSM4119527-SF4297_Tumor_10"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"10"
"GSE138794-GSM4119527-SF4297_Tumor_11"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"11"
"GSE138794-GSM4119527-SF4297_Tumor_12"	"GSE138794-GSM4119527-SF4297"	"Tumor"	"12"
"GSE138794-GSM4119528-SF6996_Myeloid_0"	"GSE138794-GSM4119528-SF6996"	"Myeloid"	"0"
"GSE138794-GSM4119528-SF6996_Myeloid_9"	"GSE138794-GSM4119528-SF6996"	"Myeloid"	"9"
"GSE138794-GSM4119528-SF6996_Tumor_0"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"0"
"GSE138794-GSM4119528-SF6996_Tumor_1"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"1"
"GSE138794-GSM4119528-SF6996_Tumor_2"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"2"
"GSE138794-GSM4119528-SF6996_Tumor_3"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"3"
"GSE138794-GSM4119528-SF6996_Tumor_4"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"4"
"GSE138794-GSM4119528-SF6996_Tumor_5"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"5"
"GSE138794-GSM4119528-SF6996_Tumor_6"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"6"
"GSE138794-GSM4119528-SF6996_Tumor_7"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"7"
"GSE138794-GSM4119528-SF6996_Tumor_9"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"9"
"GSE138794-GSM4119528-SF6996_Tumor_10"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"10"
"GSE138794-GSM4119528-SF6996_Tumor_11"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"11"
"GSE138794-GSM4119528-SF6996_Tumor_12"	"GSE138794-GSM4119528-SF6996"	"Tumor"	"12"
"GSE138794-GSM4119529-SF9259R_Myeloid_0"	"GSE138794-GSM4119529-SF9259R"	"Myeloid"	"0"
"GSE138794-GSM4119529-SF9259R_Myeloid_4"	"GSE138794-GSM4119529-SF9259R"	"Myeloid"	"4"
"GSE138794-GSM4119529-SF9259R_Myeloid_9"	"GSE138794-GSM4119529-SF9259R"	"Myeloid"	"9"
"GSE138794-GSM4119529-SF9259R_Tumor_0"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"0"
"GSE138794-GSM4119529-SF9259R_Tumor_1"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"1"
"GSE138794-GSM4119529-SF9259R_Tumor_2"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"2"
"GSE138794-GSM4119529-SF9259R_Tumor_3"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"3"
"GSE138794-GSM4119529-SF9259R_Tumor_4"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"4"
"GSE138794-GSM4119529-SF9259R_Tumor_5"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"5"
"GSE138794-GSM4119529-SF9259R_Tumor_6"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"6"
"GSE138794-GSM4119529-SF9259R_Tumor_7"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"7"
"GSE138794-GSM4119529-SF9259R_Tumor_8"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"8"
"GSE138794-GSM4119529-SF9259R_Tumor_9"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"9"
"GSE138794-GSM4119529-SF9259R_Tumor_10"	"GSE138794-GSM4119529-SF9259R"	"Tumor"	"10"
"GSE138794-GSM4119530-SF9259S_Myeloid_0"	"GSE138794-GSM4119530-SF9259S"	"Myeloid"	"0"
"GSE138794-GSM4119530-SF9259S_Myeloid_3"	"GSE138794-GSM4119530-SF9259S"	"Myeloid"	"3"
"GSE138794-GSM4119530-SF9259S_Myeloid_4"	"GSE138794-GSM4119530-SF9259S"	"Myeloid"	"4"
"GSE138794-GSM4119530-SF9259S_Myeloid_9"	"GSE138794-GSM4119530-SF9259S"	"Myeloid"	"9"
"GSE138794-GSM4119530-SF9259S_Tumor_1"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"1"
"GSE138794-GSM4119530-SF9259S_Tumor_2"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"2"
"GSE138794-GSM4119530-SF9259S_Tumor_3"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"3"
"GSE138794-GSM4119530-SF9259S_Tumor_4"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"4"
"GSE138794-GSM4119530-SF9259S_Tumor_5"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"5"
"GSE138794-GSM4119530-SF9259S_Tumor_6"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"6"
"GSE138794-GSM4119530-SF9259S_Tumor_7"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"7"
"GSE138794-GSM4119530-SF9259S_Tumor_9"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"9"
"GSE138794-GSM4119530-SF9259S_Tumor_10"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"10"
"GSE138794-GSM4119530-SF9259S_Tumor_11"	"GSE138794-GSM4119530-SF9259S"	"Tumor"	"11"
"GSE138794-GSM4119531-SF11979_Myeloid_0"	"GSE138794-GSM4119531-SF11979"	"Myeloid"	"0"
"GSE138794-GSM4119531-SF11979_Myeloid_3"	"GSE138794-GSM4119531-SF11979"	"Myeloid"	"3"
"GSE138794-GSM4119531-SF11979_Myeloid_9"	"GSE138794-GSM4119531-SF11979"	"Myeloid"	"9"
"GSE138794-GSM4119531-SF11979_T cells_13"	"GSE138794-GSM4119531-SF11979"	"T cells"	"13"
"GSE138794-GSM4119531-SF11979_Tumor_0"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"0"
"GSE138794-GSM4119531-SF11979_Tumor_1"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"1"
"GSE138794-GSM4119531-SF11979_Tumor_2"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"2"
"GSE138794-GSM4119531-SF11979_Tumor_3"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"3"
"GSE138794-GSM4119531-SF11979_Tumor_4"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"4"
"GSE138794-GSM4119531-SF11979_Tumor_5"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"5"
"GSE138794-GSM4119531-SF11979_Tumor_6"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"6"
"GSE138794-GSM4119531-SF11979_Tumor_7"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"7"
"GSE138794-GSM4119531-SF11979_Tumor_8"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"8"
"GSE138794-GSM4119531-SF11979_Tumor_9"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"9"
"GSE138794-GSM4119531-SF11979_Tumor_10"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"10"
"GSE138794-GSM4119531-SF11979_Tumor_11"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"11"
"GSE138794-GSM4119531-SF11979_Tumor_12"	"GSE138794-GSM4119531-SF11979"	"Tumor"	"12"
"GSE138794-GSM4119532-SF11977_Myeloid_0"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"0"
"GSE138794-GSM4119532-SF11977_Myeloid_1"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"1"
"GSE138794-GSM4119532-SF11977_Myeloid_3"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"3"
"GSE138794-GSM4119532-SF11977_Myeloid_4"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"4"
"GSE138794-GSM4119532-SF11977_Myeloid_8"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"8"
"GSE138794-GSM4119532-SF11977_Myeloid_9"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"9"
"GSE138794-GSM4119532-SF11977_Myeloid_12"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"12"
"GSE138794-GSM4119532-SF11977_Myeloid_13"	"GSE138794-GSM4119532-SF11977"	"Myeloid"	"13"
"GSE138794-GSM4119532-SF11977_Tumor_0"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"0"
"GSE138794-GSM4119532-SF11977_Tumor_1"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"1"
"GSE138794-GSM4119532-SF11977_Tumor_2"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"2"
"GSE138794-GSM4119532-SF11977_Tumor_3"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"3"
"GSE138794-GSM4119532-SF11977_Tumor_5"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"5"
"GSE138794-GSM4119532-SF11977_Tumor_6"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"6"
"GSE138794-GSM4119532-SF11977_Tumor_7"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"7"
"GSE138794-GSM4119532-SF11977_Tumor_8"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"8"
"GSE138794-GSM4119532-SF11977_Tumor_10"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"10"
"GSE138794-GSM4119532-SF11977_Tumor_12"	"GSE138794-GSM4119532-SF11977"	"Tumor"	"12"
"GSE138794-GSM4119533-SF11956_Myeloid_0"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"0"
"GSE138794-GSM4119533-SF11956_Myeloid_1"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"1"
"GSE138794-GSM4119533-SF11956_Myeloid_3"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"3"
"GSE138794-GSM4119533-SF11956_Myeloid_4"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"4"
"GSE138794-GSM4119533-SF11956_Myeloid_5"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"5"
"GSE138794-GSM4119533-SF11956_Myeloid_8"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"8"
"GSE138794-GSM4119533-SF11956_Myeloid_9"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"9"
"GSE138794-GSM4119533-SF11956_Myeloid_10"	"GSE138794-GSM4119533-SF11956"	"Myeloid"	"10"
"GSE138794-GSM4119533-SF11956_Tumor_0"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"0"
"GSE138794-GSM4119533-SF11956_Tumor_1"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"1"
"GSE138794-GSM4119533-SF11956_Tumor_2"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"2"
"GSE138794-GSM4119533-SF11956_Tumor_3"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"3"
"GSE138794-GSM4119533-SF11956_Tumor_4"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"4"
"GSE138794-GSM4119533-SF11956_Tumor_5"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"5"
"GSE138794-GSM4119533-SF11956_Tumor_6"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"6"
"GSE138794-GSM4119533-SF11956_Tumor_7"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"7"
"GSE138794-GSM4119533-SF11956_Tumor_8"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"8"
"GSE138794-GSM4119533-SF11956_Tumor_9"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"9"
"GSE138794-GSM4119533-SF11956_Tumor_10"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"10"
"GSE138794-GSM4119533-SF11956_Tumor_11"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"11"
"GSE138794-GSM4119533-SF11956_Tumor_12"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"12"
"GSE138794-GSM4119533-SF11956_Tumor_13"	"GSE138794-GSM4119533-SF11956"	"Tumor"	"13"
"GSE138794-GSM4119534-SF11644_Myeloid_0"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"0"
"GSE138794-GSM4119534-SF11644_Myeloid_1"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"1"
"GSE138794-GSM4119534-SF11644_Myeloid_2"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"2"
"GSE138794-GSM4119534-SF11644_Myeloid_3"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"3"
"GSE138794-GSM4119534-SF11644_Myeloid_5"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"5"
"GSE138794-GSM4119534-SF11644_Myeloid_6"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"6"
"GSE138794-GSM4119534-SF11644_Myeloid_8"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"8"
"GSE138794-GSM4119534-SF11644_Myeloid_9"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"9"
"GSE138794-GSM4119534-SF11644_Myeloid_10"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"10"
"GSE138794-GSM4119534-SF11644_Myeloid_13"	"GSE138794-GSM4119534-SF11644"	"Myeloid"	"13"
"GSE138794-GSM4119534-SF11644_Tumor_0"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"0"
"GSE138794-GSM4119534-SF11644_Tumor_1"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"1"
"GSE138794-GSM4119534-SF11644_Tumor_2"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"2"
"GSE138794-GSM4119534-SF11644_Tumor_3"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"3"
"GSE138794-GSM4119534-SF11644_Tumor_4"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"4"
"GSE138794-GSM4119534-SF11644_Tumor_5"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"5"
"GSE138794-GSM4119534-SF11644_Tumor_6"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"6"
"GSE138794-GSM4119534-SF11644_Tumor_7"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"7"
"GSE138794-GSM4119534-SF11644_Tumor_8"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"8"
"GSE138794-GSM4119534-SF11644_Tumor_9"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"9"
"GSE138794-GSM4119534-SF11644_Tumor_10"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"10"
"GSE138794-GSM4119534-SF11644_Tumor_11"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"11"
"GSE138794-GSM4119534-SF11644_Tumor_12"	"GSE138794-GSM4119534-SF11644"	"Tumor"	"12"
"GSE138794-GSM4119535-SF11136_Myeloid_0"	"GSE138794-GSM4119535-SF11136"	"Myeloid"	"0"
"GSE138794-GSM4119535-SF11136_Tumor_1"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"1"
"GSE138794-GSM4119535-SF11136_Tumor_2"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"2"
"GSE138794-GSM4119535-SF11136_Tumor_3"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"3"
"GSE138794-GSM4119535-SF11136_Tumor_4"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"4"
"GSE138794-GSM4119535-SF11136_Tumor_5"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"5"
"GSE138794-GSM4119535-SF11136_Tumor_6"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"6"
"GSE138794-GSM4119535-SF11136_Tumor_7"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"7"
"GSE138794-GSM4119535-SF11136_Tumor_8"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"8"
"GSE138794-GSM4119535-SF11136_Tumor_9"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"9"
"GSE138794-GSM4119535-SF11136_Tumor_10"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"10"
"GSE138794-GSM4119535-SF11136_Tumor_12"	"GSE138794-GSM4119535-SF11136"	"Tumor"	"12"
"GSE138794-GSM4119536-SF12017_Myeloid_0"	"GSE138794-GSM4119536-SF12017"	"Myeloid"	"0"
"GSE138794-GSM4119536-SF12017_Myeloid_3"	"GSE138794-GSM4119536-SF12017"	"Myeloid"	"3"
"GSE138794-GSM4119536-SF12017_Myeloid_4"	"GSE138794-GSM4119536-SF12017"	"Myeloid"	"4"
"GSE138794-GSM4119536-SF12017_Myeloid_7"	"GSE138794-GSM4119536-SF12017"	"Myeloid"	"7"
"GSE138794-GSM4119536-SF12017_Myeloid_13"	"GSE138794-GSM4119536-SF12017"	"Myeloid"	"13"
"GSE138794-GSM4119536-SF12017_Tumor_0"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"0"
"GSE138794-GSM4119536-SF12017_Tumor_1"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"1"
"GSE138794-GSM4119536-SF12017_Tumor_2"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"2"
"GSE138794-GSM4119536-SF12017_Tumor_3"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"3"
"GSE138794-GSM4119536-SF12017_Tumor_4"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"4"
"GSE138794-GSM4119536-SF12017_Tumor_5"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"5"
"GSE138794-GSM4119536-SF12017_Tumor_6"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"6"
"GSE138794-GSM4119536-SF12017_Tumor_7"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"7"
"GSE138794-GSM4119536-SF12017_Tumor_8"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"8"
"GSE138794-GSM4119536-SF12017_Tumor_9"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"9"
"GSE138794-GSM4119536-SF12017_Tumor_10"	"GSE138794-GSM4119536-SF12017"	"Tumor"	"10"
